res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore 
0,30,25,29,12,2007,0,1,18,13,9,7,4,4,10,17,1,4,0,0
2,25,30,29,12,2007,1,0,13,18,7,9,4,4,17,10,4,1,0,0
2,37,7,29,12,2007,3,1,5,5,5,3,2,6,12,16,1,2,0,0
0,7,37,29,12,2007,1,3,5,5,3,5,6,2,16,12,2,1,0,0
2,39,32,29,12,2007,6,4,14,11,12,8,3,6,9,12,0,3,0,0
0,32,39,29,12,2007,4,6,11,14,8,12,6,3,12,9,3,0,0,0
2,42,24,29,12,2007,2,1,11,7,5,3,6,3,10,12,2,0,0,0
0,24,42,29,12,2007,1,2,7,11,3,5,3,6,12,10,0,2,0,0
0,43,2,29,12,2007,1,2,3,5,3,4,6,5,18,9,1,1,0,0
2,2,43,29,12,2007,2,1,5,3,4,3,5,6,9,18,1,1,0,0
0,15,5,30,12,2007,1,2,13,23,7,18,9,7,14,13,1,3,0,0
2,5,15,30,12,2007,2,1,23,13,18,7,7,9,13,14,3,1,0,0
1,23,22,30,12,2007,0,0,4,19,3,11,2,9,4,7,0,1,0,0
1,22,23,30,12,2007,0,0,19,4,11,3,9,2,7,4,1,0,0,0
2,1,42,01,01,2008,2,0,21,15,13,7,5,7,5,7,0,3,0,0
0,42,1,01,01,2008,0,2,15,21,7,13,7,5,7,5,3,0,0,0
2,2,39,01,01,2008,2,1,14,9,4,6,8,2,5,16,0,3,0,0
0,39,2,01,01,2008,1,2,9,14,6,4,2,8,16,5,3,0,0,0
0,17,12,01,01,2008,1,2,5,11,2,5,4,8,7,8,1,0,0,0
2,12,17,01,01,2008,2,1,11,5,5,2,8,4,8,7,0,1,0,0
2,24,4,01,01,2008,1,0,18,11,13,4,2,0,11,8,1,4,0,0
0,4,24,01,01,2008,0,1,11,18,4,13,0,2,8,11,4,1,0,0
0,25,16,01,01,2008,0,2,7,5,4,3,5,6,18,11,0,1,0,0
2,16,25,01,01,2008,2,0,5,7,3,4,6,5,11,18,1,0,0,0
0,32,30,01,01,2008,0,2,9,18,5,13,5,4,10,6,3,1,1,0
2,30,32,01,01,2008,2,0,18,9,13,5,4,5,6,10,1,3,0,1
2,5,37,02,01,2008,1,0,8,7,3,4,7,3,12,11,3,4,0,1
0,37,5,02,01,2008,0,1,7,8,4,3,3,7,11,12,4,3,1,0
2,7,15,02,01,2008,1,0,12,9,5,3,11,7,8,10,2,3,0,0
0,15,7,02,01,2008,0,1,9,12,3,5,7,11,10,8,3,2,0,0
1,22,43,02,01,2008,1,1,15,6,11,1,4,1,13,16,2,1,0,0
1,43,22,02,01,2008,1,1,6,15,1,11,1,4,16,13,1,2,0,0
0,26,23,02,01,2008,0,2,16,12,10,7,8,7,8,12,0,3,0,0
2,23,26,02,01,2008,2,0,12,16,7,10,7,8,12,8,3,0,0,0
1,1,4,12,01,2008,1,1,16,2,9,2,14,3,8,10,1,2,0,0
1,4,1,12,01,2008,1,1,2,16,2,9,3,14,10,8,2,1,0,0
2,2,32,12,01,2008,3,1,14,6,8,3,13,7,15,11,0,2,0,0
0,32,2,12,01,2008,1,3,6,14,3,8,7,13,11,15,2,0,0,0
2,12,39,12,01,2008,2,0,8,6,6,2,4,7,17,11,2,4,0,0
0,39,12,12,01,2008,0,2,6,8,2,6,7,4,11,17,4,2,0,0
0,15,43,12,01,2008,0,1,2,12,1,4,1,6,12,16,1,2,1,0
2,43,15,12,01,2008,1,0,12,2,4,1,6,1,16,12,2,1,0,1
2,16,23,12,01,2008,1,0,10,5,5,1,4,4,14,12,2,1,0,0
0,23,16,12,01,2008,0,1,5,10,1,5,4,4,12,14,1,2,0,0
2,24,26,12,01,2008,6,0,30,7,21,5,16,1,7,7,1,1,0,1
0,26,24,12,01,2008,0,6,7,30,5,21,1,16,7,7,1,1,1,0
1,25,22,12,01,2008,1,1,8,14,3,7,3,9,4,11,1,1,0,0
1,22,25,12,01,2008,1,1,14,8,7,3,9,3,11,4,1,1,0,0
2,42,17,12,01,2008,2,1,12,9,9,2,8,7,19,13,0,1,0,0
0,17,42,12,01,2008,1,2,9,12,2,9,7,8,13,19,1,0,0,0
0,7,5,13,01,2008,1,2,9,13,5,6,2,6,17,18,2,1,0,0
2,5,7,13,01,2008,2,1,13,9,6,5,6,2,18,17,1,2,0,0
2,37,30,13,01,2008,2,0,12,9,5,5,7,5,14,6,3,1,0,0
0,30,37,13,01,2008,0,2,9,12,5,5,5,7,6,14,1,3,0,0
0,4,12,19,01,2008,0,1,15,12,7,9,6,10,9,5,1,1,0,0
2,12,4,19,01,2008,1,0,12,15,9,7,10,6,5,9,1,1,0,0
1,5,25,19,01,2008,1,1,14,10,5,5,6,3,7,26,1,3,0,0
1,25,5,19,01,2008,1,1,10,14,5,5,3,6,26,7,3,1,0,0
0,17,1,19,01,2008,0,3,5,11,0,4,4,3,13,10,0,1,0,0
2,1,17,19,01,2008,3,0,11,5,4,0,3,4,10,13,1,0,0,0
1,26,7,19,01,2008,0,0,13,7,5,5,9,6,14,15,1,2,0,0
1,7,26,19,01,2008,0,0,7,13,5,5,6,9,15,14,2,1,0,0
2,30,15,19,01,2008,3,1,18,8,8,5,6,2,14,9,1,2,0,0
0,15,30,19,01,2008,1,3,8,18,5,8,2,6,9,14,2,1,0,0
0,32,24,19,01,2008,0,2,9,21,6,9,8,6,11,8,1,1,0,0
2,24,32,19,01,2008,2,0,21,9,9,6,6,8,8,11,1,1,0,0
2,39,37,19,01,2008,2,0,17,14,13,8,6,7,13,13,2,2,0,0
0,37,39,19,01,2008,0,2,14,17,8,13,7,6,13,13,2,2,0,0
1,23,42,20,01,2008,1,1,11,11,6,5,5,10,15,20,2,4,0,0
1,42,23,20,01,2008,1,1,11,11,5,6,10,5,20,15,4,2,0,0
0,43,16,20,01,2008,1,2,14,11,3,6,5,5,15,15,1,2,0,0
2,16,43,20,01,2008,2,1,11,14,6,3,5,5,15,15,2,1,0,0
1,22,2,21,01,2008,2,2,17,4,7,3,8,2,11,15,2,2,0,0
1,2,22,21,01,2008,2,2,4,17,3,7,2,8,15,11,2,2,0,0
1,2,5,26,01,2008,1,1,5,9,3,4,2,7,14,15,0,2,0,0
1,5,2,26,01,2008,1,1,9,5,4,3,7,2,15,14,2,0,0,0
2,1,26,29,01,2008,3,0,10,7,4,3,4,2,11,15,1,3,0,0
0,26,1,29,01,2008,0,3,7,10,3,4,2,4,15,11,3,1,0,0
1,7,17,29,01,2008,0,0,13,9,4,4,4,2,11,14,0,0,0,0
1,17,7,29,01,2008,0,0,9,13,4,4,2,4,14,11,0,0,0,0
2,25,43,29,01,2008,1,0,7,10,3,6,4,9,12,13,0,1,0,0
0,43,25,29,01,2008,0,1,10,7,6,3,9,4,13,12,1,0,0,0
2,37,4,29,01,2008,2,0,9,5,6,2,4,8,9,18,1,3,0,0
0,4,37,29,01,2008,0,2,5,9,2,6,8,4,18,9,3,1,0,0
2,12,32,30,01,2008,1,0,16,7,10,2,10,9,13,9,0,0,0,0
0,32,12,30,01,2008,0,1,7,16,2,10,9,10,9,13,0,0,0,0
1,15,23,30,01,2008,1,1,12,10,6,5,6,5,11,11,1,1,0,0
1,23,15,30,01,2008,1,1,10,12,5,6,5,6,11,11,1,1,0,0
1,16,39,30,01,2008,0,0,11,5,6,4,7,2,14,12,1,1,0,0
1,39,16,30,01,2008,0,0,5,11,4,6,2,7,12,14,1,1,0,0
2,24,30,30,01,2008,2,0,25,3,14,3,5,3,9,11,0,1,0,0
0,30,24,30,01,2008,0,2,3,25,3,14,3,5,11,9,1,0,0,0
2,42,22,30,01,2008,1,0,8,13,2,5,4,6,11,19,0,3,0,0
0,22,42,30,01,2008,0,1,13,8,5,2,6,4,19,11,3,0,0,0
1,4,15,02,02,2008,1,1,11,6,7,3,5,5,7,11,1,5,0,0
1,15,4,02,02,2008,1,1,6,11,3,7,5,5,11,7,5,1,0,0
1,5,16,02,02,2008,0,0,13,10,3,4,4,8,18,15,4,2,0,0
1,16,5,02,02,2008,0,0,10,13,4,3,8,4,15,18,2,4,0,0
2,22,37,02,02,2008,3,0,14,6,11,3,4,1,8,10,1,2,0,0
0,37,22,02,02,2008,0,3,6,14,3,11,1,4,10,8,2,1,0,0
0,23,1,02,02,2008,1,3,5,14,2,9,1,9,7,7,2,0,0,0
2,1,23,02,02,2008,3,1,14,5,9,2,9,1,7,7,0,2,0,0
1,30,12,02,02,2008,1,1,17,20,6,12,4,8,13,12,2,0,0,0
1,12,30,02,02,2008,1,1,20,17,12,6,8,4,12,13,0,2,0,0
0,32,7,02,02,2008,0,2,9,8,6,4,13,3,14,16,3,1,0,0
2,7,32,02,02,2008,2,0,8,9,4,6,3,13,16,14,1,3,0,0
1,39,24,02,02,2008,1,1,10,16,8,10,8,9,18,10,3,7,0,0
1,24,39,02,02,2008,1,1,16,10,10,8,9,8,10,18,7,3,0,0
2,43,42,02,02,2008,1,0,10,5,3,1,6,3,11,12,1,3,0,0
0,42,43,02,02,2008,0,1,5,10,1,3,3,6,12,11,3,1,0,0
2,17,2,03,02,2008,2,1,11,11,8,6,3,10,9,13,1,2,0,0
0,2,17,03,02,2008,1,2,11,11,6,8,10,3,13,9,2,1,0,0
1,26,25,03,02,2008,1,1,10,19,8,11,11,6,13,11,1,4,0,0
1,25,26,03,02,2008,1,1,19,10,11,8,6,11,11,13,4,1,0,0
2,2,26,09,02,2008,4,1,13,5,8,3,7,5,19,11,2,1,0,0
0,26,2,09,02,2008,1,4,5,13,3,8,5,7,11,19,1,2,0,0
0,7,30,09,02,2008,0,1,19,7,10,4,5,2,12,14,1,1,0,0
2,30,7,09,02,2008,1,0,7,19,4,10,2,5,14,12,1,1,0,0
0,15,39,09,02,2008,0,3,10,13,6,8,7,9,14,10,3,1,0,0
2,39,15,09,02,2008,3,0,13,10,8,6,9,7,10,14,1,3,0,0
2,16,32,09,02,2008,1,0,11,14,6,5,8,8,13,13,0,0,0,0
0,32,16,09,02,2008,0,1,14,11,5,6,8,8,13,13,0,0,0,0
2,25,17,09,02,2008,1,0,11,10,6,5,7,3,12,10,1,2,0,0
0,17,25,09,02,2008,0,1,10,11,5,6,3,7,10,12,2,1,0,0
2,37,43,09,02,2008,2,0,9,21,4,11,2,8,13,6,0,1,0,0
0,43,37,09,02,2008,0,2,21,9,11,4,8,2,6,13,1,0,0,0
1,42,4,09,02,2008,1,1,18,5,10,3,7,4,12,20,0,5,1,0
1,4,42,09,02,2008,1,1,5,18,3,10,4,7,20,12,5,0,0,1
1,12,22,10,02,2008,0,0,5,10,3,4,6,4,14,18,3,2,0,0
1,22,12,10,02,2008,0,0,10,5,4,3,4,6,18,14,2,3,0,0
0,24,23,10,02,2008,1,2,19,9,9,7,8,7,6,11,1,0,0,0
2,23,24,10,02,2008,2,1,9,19,7,9,7,8,11,6,0,1,0,0
2,1,5,11,02,2008,2,0,13,6,9,2,7,5,12,6,1,0,0,0
0,5,1,11,02,2008,0,2,6,13,2,9,5,7,6,12,0,1,0,0
1,4,1,23,02,2008,2,2,2,26,1,13,1,7,9,13,0,2,1,0
1,1,4,23,02,2008,2,2,26,2,13,1,7,1,13,9,2,0,0,1
0,17,42,23,02,2008,0,1,18,12,14,6,5,8,12,17,3,0,1,0
2,42,17,23,02,2008,1,0,12,18,6,14,8,5,17,12,0,3,0,1
2,22,25,23,02,2008,3,2,13,6,8,3,6,2,8,11,2,5,0,1
0,25,22,23,02,2008,2,3,6,13,3,8,2,6,11,8,5,2,1,0
0,26,24,23,02,2008,1,5,10,16,5,10,7,4,13,12,4,0,0,0
2,24,26,23,02,2008,5,1,16,10,10,5,4,7,12,13,0,4,0,0
2,30,37,23,02,2008,1,0,17,5,10,2,5,3,13,13,1,2,0,0
0,37,30,23,02,2008,0,1,5,17,2,10,3,5,13,13,2,1,0,0
2,43,15,23,02,2008,2,0,22,5,18,3,14,2,10,12,0,1,0,0
0,15,43,23,02,2008,0,2,5,22,3,18,2,14,12,10,1,0,0,0
2,5,7,24,02,2008,4,1,11,15,6,9,5,4,16,21,2,4,0,0
0,7,5,24,02,2008,1,4,15,11,9,6,4,5,21,16,4,2,0,0
0,32,2,24,02,2008,1,2,9,19,6,11,11,7,10,15,2,1,0,0
2,2,32,24,02,2008,2,1,19,9,11,6,7,11,15,10,1,2,0,0
0,23,16,25,02,2008,0,2,20,13,12,8,4,7,7,14,0,1,1,0
2,16,23,25,02,2008,2,0,13,20,8,12,7,4,14,7,1,0,0,1
1,1,2,01,03,2008,1,1,16,5,7,4,8,7,8,13,1,2,0,0
1,2,1,01,03,2008,1,1,5,16,4,7,7,8,13,8,2,1,0,0
2,4,39,01,03,2008,4,1,13,19,10,10,5,6,14,10,1,0,0,0
0,39,4,01,03,2008,1,4,19,13,10,10,6,5,10,14,0,1,0,0
1,15,37,01,03,2008,0,0,8,13,4,5,4,5,19,15,5,1,0,0
1,37,15,01,03,2008,0,0,13,8,5,4,5,4,15,19,1,5,0,0
0,17,24,01,03,2008,0,3,13,16,7,10,3,6,6,13,0,0,0,0
2,24,17,01,03,2008,3,0,16,13,10,7,6,3,13,6,0,0,0,0
1,23,43,01,03,2008,0,0,12,8,6,5,4,1,12,7,0,1,0,0
1,43,23,01,03,2008,0,0,8,12,5,6,1,4,7,12,1,0,0,0
0,25,32,01,03,2008,0,1,10,6,5,3,7,2,10,17,4,5,0,0
2,32,25,01,03,2008,1,0,6,10,3,5,2,7,17,10,5,4,0,0
0,26,5,01,03,2008,0,1,17,14,9,6,14,7,10,7,1,2,0,0
2,5,26,01,03,2008,1,0,14,17,6,9,7,14,7,10,2,1,0,0
0,42,12,01,03,2008,0,4,9,13,7,8,6,1,14,6,0,2,0,1
2,12,42,01,03,2008,4,0,13,9,8,7,1,6,6,14,2,0,1,0
0,7,22,02,03,2008,1,3,7,12,2,9,3,10,7,14,2,1,0,0
2,22,7,02,03,2008,3,1,12,7,9,2,10,3,14,7,1,2,0,0
2,16,30,02,03,2008,3,1,13,9,5,5,10,3,12,18,1,1,0,0
0,30,16,02,03,2008,1,3,9,13,5,5,3,10,18,12,1,1,0,0
2,22,42,05,03,2008,4,0,20,2,11,2,16,3,9,15,0,3,0,0
0,42,22,05,03,2008,0,4,2,20,2,11,3,16,15,9,3,0,0,0
1,5,17,08,03,2008,1,1,14,8,4,4,7,7,19,16,2,2,0,0
1,17,5,08,03,2008,1,1,8,14,4,4,7,7,16,19,2,2,0,0
2,22,26,08,03,2008,3,0,15,6,13,4,12,8,8,7,1,0,0,0
0,26,22,08,03,2008,0,3,6,15,4,13,8,12,7,8,0,1,0,0
2,32,23,08,03,2008,2,0,13,12,8,5,7,5,9,11,0,2,0,0
0,23,32,08,03,2008,0,2,12,13,5,8,5,7,11,9,2,0,0,0
0,37,16,09,03,2008,0,1,9,7,6,6,3,4,17,9,2,1,0,0
2,16,37,09,03,2008,1,0,7,9,6,6,4,3,9,17,1,2,0,0
2,39,42,09,03,2008,4,0,18,8,11,4,8,4,6,17,0,2,0,1
0,42,39,09,03,2008,0,4,8,18,4,11,4,8,17,6,2,0,1,0
1,43,1,09,03,2008,0,0,6,10,3,6,8,5,10,8,2,2,0,0
1,1,43,09,03,2008,0,0,10,6,6,3,5,8,8,10,2,2,0,0
1,2,25,12,03,2008,1,1,5,10,3,2,4,4,15,21,0,4,0,0
1,25,2,12,03,2008,1,1,10,5,2,3,4,4,21,15,4,0,0,0
2,12,15,12,03,2008,6,1,14,4,10,3,7,0,7,17,0,1,0,0
0,15,12,12,03,2008,1,6,4,14,3,10,0,7,17,7,1,0,0,0
2,30,4,12,03,2008,4,2,13,7,9,5,4,3,8,10,0,1,0,0
0,4,30,12,03,2008,2,4,7,13,5,9,3,4,10,8,1,0,0,0
1,1,25,15,03,2008,1,1,17,4,9,1,11,1,7,10,0,2,0,1
1,25,1,15,03,2008,1,1,4,17,1,9,1,11,10,7,2,0,1,0
0,15,24,15,03,2008,0,1,10,17,8,9,5,11,13,7,4,1,0,0
2,24,15,15,03,2008,1,0,17,10,9,8,11,5,7,13,1,4,0,0
2,22,32,15,03,2008,2,1,19,7,8,3,7,2,7,22,0,5,0,0
0,32,22,15,03,2008,1,2,7,19,3,8,2,7,22,7,5,0,0,0
2,30,2,15,03,2008,2,0,13,16,5,10,3,6,17,13,3,1,1,1
0,2,30,15,03,2008,0,2,16,13,10,5,6,3,13,17,1,3,1,1
0,37,12,15,03,2008,0,1,11,11,4,3,7,7,8,9,2,1,0,0
2,12,37,15,03,2008,1,0,11,11,3,4,7,7,9,8,1,2,0,0
2,42,5,15,03,2008,2,1,12,9,6,5,8,10,11,13,1,3,0,0
0,5,42,15,03,2008,1,2,9,12,5,6,10,8,13,11,3,1,0,0
2,17,16,16,03,2008,1,0,10,7,2,4,3,3,14,6,1,0,0,0
0,16,17,16,03,2008,0,1,7,10,4,2,3,3,6,14,0,1,0,0
2,23,39,16,03,2008,2,1,13,12,8,7,5,5,11,3,0,0,0,0
0,39,23,16,03,2008,1,2,12,13,7,8,5,5,3,11,0,0,0,0
2,43,7,16,03,2008,1,0,10,12,7,7,8,5,16,13,2,3,1,0
0,7,43,16,03,2008,0,1,12,10,7,7,5,8,13,16,3,2,0,1
1,4,26,17,03,2008,1,1,12,13,4,7,3,8,8,12,2,2,0,0
1,26,4,17,03,2008,1,1,13,12,7,4,8,3,12,8,2,2,0,0
2,24,7,19,03,2008,2,0,21,14,12,10,6,3,12,14,0,2,0,0
0,7,24,19,03,2008,0,2,14,21,10,12,3,6,14,12,2,0,0,0
1,39,12,19,03,2008,4,4,10,10,9,8,10,2,10,16,2,2,0,0
1,12,39,19,03,2008,4,4,10,10,8,9,2,10,16,10,2,2,0,0
0,2,37,22,03,2008,0,1,9,12,3,3,4,4,9,11,0,2,0,0
2,37,2,22,03,2008,1,0,12,9,3,3,4,4,11,9,2,0,0,0
2,5,43,22,03,2008,3,1,11,14,7,7,1,9,19,15,1,3,1,1
0,43,5,22,03,2008,1,3,14,11,7,7,9,1,15,19,3,1,1,1
1,7,23,22,03,2008,0,0,17,7,7,4,12,12,9,14,1,0,0,0
1,23,7,22,03,2008,0,0,7,17,4,7,12,12,14,9,0,1,0,0
1,16,42,22,03,2008,1,1,14,13,7,5,4,4,10,10,0,0,0,0
1,42,16,22,03,2008,1,1,13,14,5,7,4,4,10,10,0,0,0,0
2,25,15,22,03,2008,1,0,6,5,3,1,9,2,9,10,2,1,0,0
0,15,25,22,03,2008,0,1,5,6,1,3,2,9,10,9,1,2,0,0
2,26,17,22,03,2008,2,0,15,9,9,5,6,4,9,5,0,1,0,0
0,17,26,22,03,2008,0,2,9,15,5,9,4,6,5,9,1,0,0,0
2,32,4,22,03,2008,2,1,13,13,8,7,8,7,16,15,0,1,0,0
0,4,32,22,03,2008,1,2,13,13,7,8,7,8,15,16,1,0,0,0
2,39,30,22,03,2008,2,0,17,4,8,4,7,2,8,13,0,1,0,0
0,30,39,22,03,2008,0,2,4,17,4,8,2,7,13,8,1,0,0,0
2,12,1,23,03,2008,2,1,11,7,8,5,4,2,10,13,3,1,0,0
0,1,12,23,03,2008,1,2,7,11,5,8,2,4,13,10,1,3,0,0
2,24,22,23,03,2008,3,0,22,8,15,4,2,4,11,12,1,3,0,1
0,22,24,23,03,2008,0,3,8,22,4,15,4,2,12,11,3,1,1,0
2,4,23,29,03,2008,3,1,10,8,7,4,5,2,13,10,0,2,1,0
0,23,4,29,03,2008,1,3,8,10,4,7,2,5,10,13,2,0,0,1
0,7,1,29,03,2008,2,3,13,17,9,8,8,6,12,10,2,2,0,1
2,1,7,29,03,2008,3,2,17,13,8,9,6,8,10,12,2,2,1,0
1,15,17,29,03,2008,2,2,19,9,13,4,4,5,18,16,2,4,0,0
1,17,15,29,03,2008,2,2,9,19,4,13,5,4,16,18,4,2,0,0
2,24,2,29,03,2008,4,0,14,13,7,6,4,7,7,5,1,1,0,0
0,2,24,29,03,2008,0,4,13,14,6,7,7,4,5,7,1,1,0,0
2,30,43,29,03,2008,2,0,12,17,7,9,5,4,10,13,1,2,0,0
0,43,30,29,03,2008,0,2,17,12,9,7,4,5,13,10,2,1,0,0
1,32,5,29,03,2008,0,0,8,9,2,6,6,7,10,15,3,5,1,0
1,5,32,29,03,2008,0,0,9,8,6,2,7,6,15,10,5,3,0,1
2,37,42,29,03,2008,2,1,22,10,12,4,13,4,9,10,2,1,0,0
0,42,37,29,03,2008,1,2,10,22,4,12,4,13,10,9,1,2,0,0
2,12,25,30,03,2008,1,0,16,7,6,3,8,3,11,9,1,1,0,0
0,25,12,30,03,2008,0,1,7,16,3,6,3,8,9,11,1,1,0,0
2,22,16,30,03,2008,1,0,15,3,9,2,11,4,13,14,1,4,0,0
0,16,22,30,03,2008,0,1,3,15,2,9,4,11,14,13,4,1,0,0
0,39,26,30,03,2008,1,4,18,17,10,9,6,7,10,8,1,1,0,0
2,26,39,30,03,2008,4,1,17,18,9,10,7,6,8,10,1,1,0,0
1,1,22,05,04,2008,1,1,8,11,6,4,5,3,10,10,1,2,0,0
1,22,1,05,04,2008,1,1,11,8,4,6,3,5,10,10,2,1,0,0
2,2,7,05,04,2008,4,0,10,6,6,3,5,4,15,9,2,1,0,0
0,7,2,05,04,2008,0,4,6,10,3,6,4,5,9,15,1,2,0,0
1,5,39,05,04,2008,1,1,12,11,7,8,1,1,20,4,3,1,0,0
1,39,5,05,04,2008,1,1,11,12,8,7,1,1,4,20,1,3,0,0
0,17,37,05,04,2008,1,3,14,9,5,6,8,5,12,9,2,0,0,0
2,37,17,05,04,2008,3,1,9,14,6,5,5,8,9,12,0,2,0,0
0,23,12,05,04,2008,0,2,14,10,7,5,7,5,6,12,1,0,0,0
2,12,23,05,04,2008,2,0,10,14,5,7,5,7,12,6,0,1,0,0
2,26,32,05,04,2008,3,0,14,8,9,3,9,7,10,11,0,1,0,0
0,32,26,05,04,2008,0,3,8,14,3,9,7,9,11,10,1,0,0,0
2,43,4,05,04,2008,2,0,15,5,8,1,2,2,11,17,1,2,0,1
0,4,43,05,04,2008,0,2,5,15,1,8,2,2,17,11,2,1,1,0
2,16,15,06,04,2008,1,0,11,7,5,5,9,8,17,19,1,3,0,0
0,15,16,06,04,2008,0,1,7,11,5,5,8,9,19,17,3,1,0,0
1,25,24,06,04,2008,2,2,12,15,7,7,4,10,20,11,3,1,0,0
1,24,25,06,04,2008,2,2,15,12,7,7,10,4,11,20,1,3,0,0
0,42,30,08,04,2008,0,1,10,18,8,9,7,4,16,11,0,0,0,0
2,30,42,08,04,2008,1,0,18,10,9,8,4,7,11,16,0,0,0,0
1,4,16,12,04,2008,1,1,14,13,7,6,11,1,9,6,1,1,0,0
1,16,4,12,04,2008,1,1,13,14,6,7,1,11,6,9,1,1,0,0
2,7,42,12,04,2008,1,0,12,11,9,7,12,5,12,11,1,1,0,0
0,42,7,12,04,2008,0,1,11,12,7,9,5,12,11,12,1,1,0,0
0,15,2,12,04,2008,0,6,8,16,5,12,3,2,15,15,0,0,0,0
2,2,15,12,04,2008,6,0,16,8,12,5,2,3,15,15,0,0,0,0
1,30,26,12,04,2008,0,0,17,14,8,5,2,11,11,8,1,1,0,0
1,26,30,12,04,2008,0,0,14,17,5,8,11,2,8,11,1,1,0,0
0,32,17,12,04,2008,0,2,4,16,0,8,4,7,11,5,0,1,0,0
2,17,32,12,04,2008,2,0,16,4,8,0,7,4,5,11,1,0,0,0
0,37,23,12,04,2008,1,2,12,7,7,5,6,2,13,12,3,2,0,0
2,23,37,12,04,2008,2,1,7,12,5,7,2,6,12,13,2,3,0,0
1,39,25,12,04,2008,1,1,12,13,9,7,2,7,6,19,0,3,0,0
1,25,39,12,04,2008,1,1,13,12,7,9,7,2,19,6,3,0,0,0
2,22,5,13,04,2008,3,1,17,7,9,3,5,1,12,10,1,0,0,0
0,5,22,13,04,2008,1,3,7,17,3,9,1,5,10,12,0,1,0,0
2,24,1,13,04,2008,2,1,13,18,7,11,6,5,12,7,2,6,0,0
0,1,24,13,04,2008,1,2,18,13,11,7,5,6,7,12,6,2,0,0
1,12,43,14,04,2008,1,1,19,6,10,5,9,3,10,17,0,2,0,0
1,43,12,14,04,2008,1,1,6,19,5,10,3,9,17,10,2,0,0,0
0,16,12,17,04,2008,0,1,10,5,5,3,4,6,8,9,0,2,0,0
2,12,16,17,04,2008,1,0,5,10,3,5,6,4,9,8,2,0,0,0
2,1,32,19,04,2008,2,0,19,4,12,2,12,4,7,15,0,3,0,0
0,32,1,19,04,2008,0,2,4,19,2,12,4,12,15,7,3,0,0,0
1,5,24,19,04,2008,1,1,4,13,3,10,3,8,14,12,1,1,0,0
1,24,5,19,04,2008,1,1,13,4,10,3,8,3,12,14,1,1,0,0
0,17,22,19,04,2008,0,2,10,16,6,7,3,3,9,10,1,0,0,0
2,22,17,19,04,2008,2,0,16,10,7,6,3,3,10,9,0,1,0,0
0,25,7,19,04,2008,0,1,16,12,10,9,7,4,10,14,0,2,0,0
2,7,25,19,04,2008,1,0,12,16,9,10,4,7,14,10,2,0,0,0
2,42,15,19,04,2008,2,1,12,12,8,8,5,11,11,13,2,1,0,0
0,15,42,19,04,2008,1,2,12,12,8,8,11,5,13,11,1,2,0,0
1,43,39,19,04,2008,1,1,13,15,7,12,2,6,8,9,2,1,0,0
1,39,43,19,04,2008,1,1,15,13,12,7,6,2,9,8,1,2,0,0
2,2,4,20,04,2008,5,1,16,11,9,6,7,8,11,20,0,1,0,0
0,4,2,20,04,2008,1,5,11,16,6,9,8,7,20,11,1,0,0,0
2,23,30,20,04,2008,3,1,16,12,10,6,6,3,7,6,1,1,0,1
0,30,23,20,04,2008,1,3,12,16,6,10,3,6,6,7,1,1,1,0
2,26,37,20,04,2008,2,0,8,12,4,8,4,4,8,13,0,5,0,0
0,37,26,20,04,2008,0,2,12,8,8,4,4,4,13,8,5,0,0,0
1,4,22,26,04,2008,2,2,5,12,3,7,3,5,6,9,2,1,0,0
1,22,4,26,04,2008,2,2,12,5,7,3,5,3,9,6,1,2,0,0
2,12,24,26,04,2008,2,1,13,7,8,6,8,3,14,16,3,4,0,0
0,24,12,26,04,2008,1,2,7,13,6,8,3,8,16,14,4,3,0,0
0,23,17,26,04,2008,2,3,10,18,5,13,3,4,9,7,0,1,0,0
2,17,23,26,04,2008,3,2,18,10,13,5,4,3,7,9,1,0,0,0
2,37,25,26,04,2008,3,2,10,10,5,6,7,1,13,9,3,2,0,0
0,25,37,26,04,2008,2,3,10,10,6,5,1,7,9,13,2,3,0,0
1,39,7,26,04,2008,1,1,26,7,13,4,12,3,6,11,1,3,0,0
1,7,39,26,04,2008,1,1,7,26,4,13,3,12,11,6,3,1,0,0
1,42,26,26,04,2008,2,2,18,4,11,3,6,1,13,11,2,3,0,0
1,26,42,26,04,2008,2,2,4,18,3,11,1,6,11,13,3,2,0,0
1,43,32,26,04,2008,0,0,12,7,5,2,6,5,18,13,2,4,0,0
1,32,43,26,04,2008,0,0,7,12,2,5,5,6,13,18,4,2,0,0
1,16,2,27,04,2008,2,2,13,6,7,3,9,6,10,17,3,3,0,0
1,2,16,27,04,2008,2,2,6,13,3,7,6,9,17,10,3,3,0,0
0,30,5,27,04,2008,0,1,15,12,6,9,8,7,20,12,2,2,0,0
2,5,30,27,04,2008,1,0,12,15,9,6,7,8,12,20,2,2,0,0
0,15,1,28,04,2008,2,6,12,20,10,11,5,6,6,7,0,0,0,0
2,1,15,28,04,2008,6,2,20,12,11,10,6,5,7,6,0,0,0,0
0,2,43,03,05,2008,0,2,14,9,5,5,8,2,7,8,0,1,0,0
2,43,2,03,05,2008,2,0,9,14,5,5,2,8,8,7,1,0,0,0
2,5,15,03,05,2008,3,1,25,6,14,3,10,1,12,17,0,0,0,0
0,15,5,03,05,2008,1,3,6,25,3,14,1,10,17,12,0,0,0,0
