res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore 
2,17,16,04,11,2006,1,0,5,5,3,3,4,10,8,17,0,1,0,0
0,16,17,04,11,2006,0,1,5,5,3,3,10,4,17,8,1,0,0,0
2,22,32,04,11,2006,2,0,21,5,10,2,9,6,8,14,0,2,0,0
0,32,22,04,11,2006,0,2,5,21,2,10,6,9,14,8,2,0,0,0
2,24,30,04,11,2006,3,0,18,8,11,5,9,5,6,9,0,1,0,0
0,30,24,04,11,2006,0,3,8,18,5,11,5,9,9,6,1,0,0,0
0,26,33,04,11,2006,0,1,11,12,3,6,7,0,16,12,3,2,0,0
2,33,26,04,11,2006,1,0,12,11,6,3,0,7,12,16,2,3,0,0
2,40,25,04,11,2006,2,0,14,5,6,2,10,4,15,15,1,1,0,0
0,25,40,04,11,2006,0,2,5,14,2,6,4,10,15,15,1,1,0,0
2,2,5,05,11,2006,2,0,8,5,5,3,4,3,15,13,1,3,0,0
0,5,2,05,11,2006,0,2,5,8,3,5,3,4,13,15,3,1,0,0
2,39,12,05,11,2006,2,1,8,17,3,10,7,10,15,15,3,5,0,1
0,12,39,05,11,2006,1,2,17,8,10,3,10,7,15,15,5,3,1,0
2,42,1,05,11,2006,1,0,11,11,5,5,8,3,11,8,3,2,0,0
0,1,42,05,11,2006,0,1,11,11,5,5,3,8,8,11,2,3,0,0
0,5,24,11,11,2006,0,1,9,14,4,7,6,4,17,8,4,3,0,0
2,24,5,11,11,2006,1,0,14,9,7,4,4,6,8,17,3,4,0,0
2,12,40,11,11,2006,4,0,14,2,8,1,9,4,13,14,1,1,0,0
0,40,12,11,11,2006,0,4,2,14,1,8,4,9,14,13,1,1,0,0
0,16,2,11,11,2006,0,1,10,17,4,9,6,2,16,19,2,3,0,0
2,2,16,11,11,2006,1,0,17,10,9,4,2,6,19,16,3,2,0,0
1,23,26,11,11,2006,0,0,15,8,8,3,6,5,18,11,1,3,0,0
1,26,23,11,11,2006,0,0,8,15,3,8,5,6,11,18,3,1,0,0
2,25,42,11,11,2006,1,0,11,11,8,7,7,1,7,10,1,3,0,0
0,42,25,11,11,2006,0,1,11,11,7,8,1,7,10,7,3,1,0,0
1,30,17,11,11,2006,1,1,23,7,12,4,19,5,11,7,0,3,0,0
1,17,30,11,11,2006,1,1,7,23,4,12,5,19,7,11,3,0,0,0
1,33,7,11,11,2006,2,2,8,6,4,4,4,5,5,6,1,1,0,0
1,7,33,11,11,2006,2,2,6,8,4,4,5,4,6,5,1,1,0,0
2,43,11,11,11,2006,3,2,8,7,5,4,2,3,18,11,2,0,0,0
0,11,43,11,11,2006,2,3,7,8,4,5,3,2,11,18,0,2,0,0
2,1,22,12,11,2006,3,0,7,10,7,4,2,6,7,12,2,3,0,0
0,22,1,12,11,2006,0,3,10,7,4,7,6,2,12,7,3,2,0,0
2,32,39,12,11,2006,3,1,8,9,4,3,7,2,14,7,1,1,0,0
0,39,32,12,11,2006,1,3,9,8,3,4,2,7,7,14,1,1,0,0
1,1,26,18,11,2006,1,1,23,2,10,1,11,1,10,9,2,5,0,0
1,26,1,18,11,2006,1,1,2,23,1,10,1,11,9,10,5,2,0,0
2,12,42,18,11,2006,1,0,19,7,9,1,5,6,10,8,1,4,0,0
0,42,12,18,11,2006,0,1,7,19,1,9,6,5,8,10,4,1,0,0
2,16,7,18,11,2006,1,0,9,13,2,2,5,8,18,14,3,0,0,0
0,7,16,18,11,2006,0,1,13,9,2,2,8,5,14,18,0,3,0,0
2,23,17,18,11,2006,3,1,15,7,7,2,5,0,22,12,1,1,0,0
0,17,23,18,11,2006,1,3,7,15,2,7,0,5,12,22,1,1,0,0
1,25,22,18,11,2006,0,0,1,17,1,10,2,12,14,3,0,0,0,0
1,22,25,18,11,2006,0,0,17,1,10,1,12,2,3,14,0,0,0,0
2,30,40,18,11,2006,2,1,17,8,11,4,9,5,14,18,1,3,0,0
0,40,30,18,11,2006,1,2,8,17,4,11,5,9,18,14,3,1,0,0
2,32,11,18,11,2006,2,0,11,4,4,2,4,9,6,11,0,3,0,0
0,11,32,18,11,2006,0,2,4,11,2,4,9,4,11,6,3,0,0,0
0,33,24,18,11,2006,1,2,5,22,3,15,0,14,19,10,1,1,0,0
2,24,33,18,11,2006,2,1,22,5,15,3,14,0,10,19,1,1,0,0
1,5,39,19,11,2006,1,1,6,13,3,5,4,5,17,16,0,1,1,1
1,39,5,19,11,2006,1,1,13,6,5,3,5,4,16,17,1,0,1,1
1,43,2,19,11,2006,0,0,14,7,5,3,6,6,6,11,1,0,0,0
1,2,43,19,11,2006,0,0,7,14,3,5,6,6,11,6,0,1,0,0
1,2,25,25,11,2006,1,1,11,9,4,4,9,4,18,11,1,3,0,0
1,25,2,25,11,2006,1,1,9,11,4,4,4,9,11,18,3,1,0,0
2,7,1,25,11,2006,3,1,10,14,8,7,7,11,11,8,3,4,0,0
0,1,7,25,11,2006,1,3,14,10,7,8,11,7,8,11,4,3,0,0
1,11,16,25,11,2006,1,1,16,9,8,6,6,7,16,13,2,0,0,0
1,16,11,25,11,2006,1,1,9,16,6,8,7,6,13,16,0,2,0,0
0,17,32,25,11,2006,0,1,10,8,4,2,4,3,6,14,0,3,1,0
2,32,17,25,11,2006,1,0,8,10,2,4,3,4,14,6,3,0,0,1
2,22,23,25,11,2006,1,0,12,6,6,2,8,2,9,20,2,1,0,0
0,23,22,25,11,2006,0,1,6,12,2,6,2,8,20,9,1,2,0,0
2,42,33,25,11,2006,1,0,12,13,7,5,5,9,16,22,2,4,0,0
0,33,42,25,11,2006,0,1,13,12,5,7,9,5,22,16,4,2,0,0
1,24,12,26,11,2006,1,1,8,13,5,7,3,2,16,12,1,3,0,0
1,12,24,26,11,2006,1,1,13,8,7,5,2,3,12,16,3,1,0,0
2,26,30,26,11,2006,1,0,13,7,10,2,10,3,13,12,2,2,0,0
0,30,26,26,11,2006,0,1,7,13,2,10,3,10,12,13,2,2,0,0
2,39,43,26,11,2006,3,1,11,10,6,5,3,2,12,17,2,4,0,0
0,43,39,26,11,2006,1,3,10,11,5,6,2,3,17,12,4,2,0,0
0,40,33,28,11,2006,0,1,9,17,6,7,6,1,20,10,3,1,1,0
2,33,40,28,11,2006,1,0,17,9,7,6,1,6,10,20,1,3,0,1
0,2,23,29,11,2006,1,3,6,11,4,8,1,5,15,11,1,0,0,0
2,23,2,29,11,2006,3,1,11,6,8,4,5,1,11,15,0,1,0,0
0,7,12,29,11,2006,0,1,9,16,3,10,3,5,13,13,3,1,0,0
2,12,7,29,11,2006,1,0,16,9,10,3,5,3,13,13,1,3,0,0
2,17,1,29,11,2006,2,1,13,7,7,2,6,6,17,15,4,5,0,1
0,1,17,29,11,2006,1,2,7,13,2,7,6,6,15,17,5,4,1,0
1,22,30,29,11,2006,0,0,15,3,4,1,5,1,13,13,1,3,0,0
1,30,22,29,11,2006,0,0,3,15,1,4,1,5,13,13,3,1,0,0
2,24,16,29,11,2006,3,0,18,7,6,4,3,2,15,15,1,1,0,0
0,16,24,29,11,2006,0,3,7,18,4,6,2,3,15,15,1,1,0,0
2,1,39,02,12,2006,3,0,6,7,5,4,3,2,15,15,1,2,0,0
0,39,1,02,12,2006,0,3,7,6,4,5,2,3,15,15,2,1,0,0
2,5,17,02,12,2006,2,0,10,4,6,2,3,3,19,13,2,2,0,0
0,17,5,02,12,2006,0,2,4,10,2,6,3,3,13,19,2,2,0,0
0,25,24,02,12,2006,1,2,13,11,5,7,6,9,12,16,2,3,0,0
2,24,25,02,12,2006,2,1,11,13,7,5,9,6,16,12,3,2,0,0
1,30,2,02,12,2006,2,2,18,8,6,4,6,7,14,19,2,4,1,0
1,2,30,02,12,2006,2,2,8,18,4,6,7,6,19,14,4,2,0,1
2,32,7,02,12,2006,1,0,10,12,3,7,5,4,11,15,0,3,0,0
0,7,32,02,12,2006,0,1,12,10,7,3,4,5,15,11,3,0,0,0
2,33,11,02,12,2006,2,1,26,8,10,4,12,3,11,14,1,1,0,0
0,11,33,02,12,2006,1,2,8,26,4,10,3,12,14,11,1,1,0,0
0,43,22,02,12,2006,0,4,15,9,6,6,8,2,9,14,2,2,0,0
2,22,43,02,12,2006,4,0,9,15,6,6,2,8,14,9,2,2,0,0
2,16,42,03,12,2006,2,0,8,16,5,11,3,14,16,9,2,2,0,0
0,42,16,03,12,2006,0,2,16,8,11,5,14,3,9,16,2,2,0,0
1,23,40,04,12,2006,0,0,14,6,12,4,9,8,12,16,1,3,0,0
1,40,23,04,12,2006,0,0,6,14,4,12,8,9,16,12,3,1,0,0
2,11,5,05,12,2006,1,0,13,5,10,3,5,4,10,12,1,2,0,0
0,5,11,05,12,2006,0,1,5,13,3,10,4,5,12,10,2,1,0,0
2,39,25,05,12,2006,2,1,22,6,11,3,7,5,10,16,0,3,1,1
0,25,39,05,12,2006,1,2,6,22,3,11,5,7,16,10,3,0,1,1
2,26,32,06,12,2006,3,2,14,14,8,5,1,8,11,13,1,1,0,0
0,32,26,06,12,2006,2,3,14,14,5,8,8,1,13,11,1,1,0,0
0,42,43,06,12,2006,0,2,13,9,6,4,7,9,12,16,0,3,0,0
2,43,42,06,12,2006,2,0,9,13,4,6,9,7,16,12,3,0,0,0
0,5,26,09,12,2006,1,3,13,16,7,8,7,4,10,5,1,2,1,0
2,26,5,09,12,2006,3,1,16,13,8,7,4,7,5,10,2,1,0,1
2,7,42,09,12,2006,4,0,17,3,10,1,4,3,11,11,2,2,0,0
0,42,7,09,12,2006,0,4,3,17,1,10,3,4,11,11,2,2,0,0
2,22,17,09,12,2006,4,0,32,5,19,3,14,1,7,8,1,1,0,0
0,17,22,09,12,2006,0,4,5,32,3,19,1,14,8,7,1,1,0,0
2,24,23,09,12,2006,3,1,20,15,11,7,7,4,15,19,1,3,0,1
0,23,24,09,12,2006,1,3,15,20,7,11,4,7,19,15,3,1,1,0
1,25,43,09,12,2006,1,1,13,8,7,3,7,4,10,7,2,1,0,0
1,43,25,09,12,2006,1,1,8,13,3,7,4,7,7,10,1,2,0,0
2,30,16,09,12,2006,2,0,13,12,8,5,6,4,20,11,2,4,0,0
0,16,30,09,12,2006,0,2,12,13,5,8,4,6,11,20,4,2,0,0
2,39,11,09,12,2006,5,1,13,12,9,3,5,9,7,11,2,4,0,0
0,11,39,09,12,2006,1,5,12,13,3,9,9,5,11,7,4,2,0,0
1,40,32,09,12,2006,0,0,8,6,5,1,2,5,14,12,0,1,0,0
1,32,40,09,12,2006,0,0,6,8,1,5,5,2,12,14,1,0,0,0
1,12,1,10,12,2006,1,1,20,11,7,4,4,5,16,16,2,2,0,0
1,1,12,10,12,2006,1,1,11,20,4,7,5,4,16,16,2,2,0,0
1,33,2,11,12,2006,2,2,16,7,10,5,10,4,11,16,2,1,0,0
1,2,33,11,12,2006,2,2,7,16,5,10,4,10,16,11,1,2,0,0
2,12,26,13,12,2006,1,0,15,6,8,1,7,2,16,13,2,2,0,0
0,26,12,13,12,2006,0,1,6,15,1,8,2,7,13,16,2,2,0,0
0,43,1,13,12,2006,0,1,15,9,7,3,4,7,10,7,1,0,0,0
2,1,43,13,12,2006,1,0,9,15,3,7,7,4,7,10,0,1,0,0
1,1,30,16,12,2006,2,2,14,7,8,5,7,4,13,13,0,2,0,0
1,30,1,16,12,2006,2,2,7,14,5,8,4,7,13,13,2,0,0,0
0,2,7,16,12,2006,0,1,15,7,9,3,8,2,16,19,0,4,0,0
2,7,2,16,12,2006,1,0,7,15,3,9,2,8,19,16,4,0,0,0
0,11,22,16,12,2006,0,3,7,22,2,10,2,8,9,5,1,1,0,0
2,22,11,16,12,2006,3,0,22,7,10,2,8,2,5,9,1,1,0,0
2,26,40,16,12,2006,2,1,11,11,6,8,4,8,7,18,0,0,0,0
0,40,26,16,12,2006,1,2,11,11,8,6,8,4,18,7,0,0,0,0
0,32,5,16,12,2006,1,2,10,10,5,7,9,3,17,8,1,2,0,0
2,5,32,16,12,2006,2,1,10,10,7,5,3,9,8,17,2,1,0,0
0,43,33,16,12,2006,0,1,14,11,6,7,6,2,10,12,0,2,0,0
2,33,43,16,12,2006,1,0,11,14,7,6,2,6,12,10,2,0,0,0
0,16,12,17,12,2006,2,3,3,18,1,9,5,6,17,8,1,1,0,0
2,12,16,17,12,2006,3,2,18,3,9,1,6,5,8,17,1,1,0,0
0,23,39,17,12,2006,1,2,10,11,4,7,6,3,13,11,1,0,0,0
2,39,23,17,12,2006,2,1,11,10,7,4,3,6,11,13,0,1,0,0
2,42,24,17,12,2006,1,0,10,19,4,11,1,11,25,10,3,2,0,0
0,24,42,17,12,2006,0,1,19,10,11,4,11,1,10,25,2,3,0,0
2,17,25,18,12,2006,2,1,11,16,6,10,5,6,19,16,0,0,0,0
0,25,17,18,12,2006,1,2,16,11,10,6,6,5,16,19,0,0,0,0
2,1,5,23,12,2006,6,2,18,11,12,7,7,6,14,14,3,3,0,0
0,5,1,23,12,2006,2,6,11,18,7,12,6,7,14,14,3,3,0,0
0,2,24,23,12,2006,0,3,11,14,3,10,6,8,12,11,2,2,0,0
2,24,2,23,12,2006,3,0,14,11,10,3,8,6,11,12,2,2,0,0
1,17,42,23,12,2006,0,0,11,13,7,4,2,7,17,17,1,2,0,1
1,42,17,23,12,2006,0,0,13,11,4,7,7,2,17,17,2,1,1,0
2,22,40,23,12,2006,2,0,15,7,10,4,7,6,10,17,0,0,0,0
0,40,22,23,12,2006,0,2,7,15,4,10,6,7,17,10,0,0,0,0
0,23,7,23,12,2006,0,2,5,9,3,3,8,2,23,16,1,3,1,0
2,7,23,23,12,2006,2,0,9,5,3,3,2,8,16,23,3,1,0,1
2,25,11,23,12,2006,2,0,16,8,9,6,11,4,1,9,0,1,0,0
0,11,25,23,12,2006,0,2,8,16,6,9,4,11,9,1,1,0,0,0
2,26,39,23,12,2006,3,1,12,17,9,6,5,5,12,18,1,1,0,0
0,39,26,23,12,2006,1,3,17,12,6,9,5,5,18,12,1,1,0,0
2,30,33,23,12,2006,3,1,13,11,6,6,6,3,14,6,0,2,0,0
0,33,30,23,12,2006,1,3,11,13,6,6,3,6,6,14,2,0,0,0
0,32,16,23,12,2006,0,2,11,10,7,7,12,4,10,6,0,0,0,0
2,16,32,23,12,2006,2,0,10,11,7,7,4,12,6,10,0,0,0,0
0,43,12,23,12,2006,2,3,14,8,6,5,3,6,10,10,3,4,0,0
2,12,43,23,12,2006,3,2,8,14,5,6,6,3,10,10,4,3,0,0
2,5,22,26,12,2006,1,0,8,18,4,12,3,5,13,6,3,2,0,0
0,22,5,26,12,2006,0,1,18,8,12,4,5,3,6,13,2,3,0,0
2,7,26,26,12,2006,2,1,10,10,7,5,5,2,15,14,3,3,0,0
0,26,7,26,12,2006,1,2,10,10,5,7,2,5,14,15,3,3,0,0
1,12,32,26,12,2006,2,2,16,6,5,1,6,7,14,9,1,1,0,0
1,32,12,26,12,2006,2,2,6,16,1,5,7,6,9,14,1,1,0,0
1,16,25,26,12,2006,0,0,10,7,4,2,12,2,12,17,2,1,0,0
1,25,16,26,12,2006,0,0,7,10,2,4,2,12,17,12,1,2,0,0
2,24,43,26,12,2006,3,1,17,6,8,3,8,1,12,14,0,0,0,0
0,43,24,26,12,2006,1,3,6,17,3,8,1,8,14,12,0,0,0,0
0,33,23,26,12,2006,0,1,19,11,13,8,8,5,7,9,2,1,0,0
2,23,33,26,12,2006,1,0,11,19,8,13,5,8,9,7,1,2,0,0
2,39,2,26,12,2006,2,1,12,9,10,7,4,4,12,14,1,2,0,0
0,2,39,26,12,2006,1,2,9,12,7,10,4,4,14,12,2,1,0,0
0,40,1,26,12,2006,1,2,6,16,3,8,7,5,11,6,2,0,0,0
2,1,40,26,12,2006,2,1,16,6,8,3,5,7,6,11,0,2,0,0
0,42,30,26,12,2006,1,2,14,12,7,6,6,4,12,13,2,1,0,0
2,30,42,26,12,2006,2,1,12,14,6,7,4,6,13,12,1,2,0,0
1,11,17,27,12,2006,2,2,12,15,7,9,4,9,14,15,0,0,0,0
1,17,11,27,12,2006,2,2,15,12,9,7,9,4,15,14,0,0,0,0
2,5,25,30,12,2006,2,1,14,8,7,5,6,3,16,21,1,3,0,0
0,25,5,30,12,2006,1,2,8,14,5,7,3,6,21,16,3,1,0,0
2,7,30,30,12,2006,3,2,12,14,7,7,8,7,11,13,0,1,0,0
0,30,7,30,12,2006,2,3,14,12,7,7,7,8,13,11,1,0,0,0
2,11,2,30,12,2006,2,1,14,6,8,2,7,4,10,10,2,1,0,1
0,2,11,30,12,2006,1,2,6,14,2,8,4,7,10,10,1,2,1,0
1,12,17,30,12,2006,2,2,15,11,4,6,5,5,14,11,1,1,0,0
1,17,12,30,12,2006,2,2,11,15,6,4,5,5,11,14,1,1,0,0
2,16,26,30,12,2006,3,0,16,7,9,3,7,12,7,11,2,3,0,0
0,26,16,30,12,2006,0,3,7,16,3,9,12,7,11,7,3,2,0,0
2,24,32,30,12,2006,3,2,28,7,12,3,13,4,9,11,1,2,0,1
0,32,24,30,12,2006,2,3,7,28,3,12,4,13,11,9,2,1,1,0
2,33,1,30,12,2006,1,0,11,9,5,4,5,9,11,5,2,3,0,0
0,1,33,30,12,2006,0,1,9,11,4,5,9,5,5,11,3,2,0,0
0,39,22,30,12,2006,0,1,9,10,3,5,2,3,5,21,0,0,0,0
2,22,39,30,12,2006,1,0,10,9,5,3,3,2,21,5,0,0,0,0
0,42,23,30,12,2006,0,1,12,7,6,5,6,2,12,15,1,2,0,0
2,23,42,30,12,2006,1,0,7,12,5,6,2,6,15,12,2,1,0,0
1,17,40,01,01,2007,0,0,16,13,4,5,6,7,6,17,1,2,0,1
1,40,17,01,01,2007,0,0,13,16,5,4,7,6,17,6,2,1,1,0
2,22,7,01,01,2007,3,0,19,1,9,0,8,8,18,12,0,3,0,0
0,7,22,01,01,2007,0,3,1,19,0,9,8,8,12,18,3,0,0,0
2,23,16,01,01,2007,2,1,11,15,7,5,4,6,13,13,2,3,0,0
0,16,23,01,01,2007,1,2,15,11,5,7,6,4,13,13,3,2,0,0
2,25,33,01,01,2007,3,1,13,6,7,3,7,3,10,11,2,1,0,0
0,33,25,01,01,2007,1,3,6,13,3,7,3,7,11,10,1,2,0,0
1,26,24,01,01,2007,2,2,8,20,8,8,1,10,11,10,1,2,0,0
1,24,26,01,01,2007,2,2,20,8,8,8,10,1,10,11,2,1,0,0
1,30,39,01,01,2007,1,1,15,9,9,7,10,6,12,12,1,4,0,0
1,39,30,01,01,2007,1,1,9,15,7,9,6,10,12,12,4,1,0,0
2,32,42,01,01,2007,6,0,18,9,9,3,3,3,6,13,1,0,0,0
0,42,32,01,01,2007,0,6,9,18,3,9,3,3,13,6,0,1,0,0
0,43,5,01,01,2007,0,3,14,8,5,5,5,5,10,16,0,5,0,0
2,5,43,01,01,2007,3,0,8,14,5,5,5,5,16,10,5,0,0,0
2,1,11,02,01,2007,4,0,16,4,10,2,8,2,13,9,0,1,0,1
0,11,1,02,01,2007,0,4,4,16,2,10,2,8,9,13,1,0,1,0
1,2,12,02,01,2007,0,0,4,22,2,12,5,8,7,13,1,3,0,0
1,12,2,02,01,2007,0,0,22,4,12,2,8,5,13,7,3,1,0,0
0,5,1,13,01,2007,0,2,13,6,7,4,8,2,15,5,4,0,0,1
2,1,5,13,01,2007,2,0,6,13,4,7,2,8,5,15,0,4,1,0
1,7,23,13,01,2007,0,0,8,7,4,0,5,2,14,13,2,2,0,0
1,23,7,13,01,2007,0,0,7,8,0,4,2,5,13,14,2,2,0,0
0,11,25,13,01,2007,1,3,16,12,9,9,5,3,12,15,3,1,0,0
2,25,11,13,01,2007,3,1,12,16,9,9,3,5,15,12,1,3,0,0
2,12,43,13,01,2007,4,0,12,2,6,1,7,3,15,17,1,3,0,0
0,43,12,13,01,2007,0,4,2,12,1,6,3,7,17,15,3,1,0,0
2,24,2,13,01,2007,3,1,27,7,17,5,8,4,8,15,1,1,0,0
0,2,24,13,01,2007,1,3,7,27,5,17,4,8,15,8,1,1,0,0
1,33,30,13,01,2007,1,1,6,13,3,6,2,10,14,19,0,2,0,0
1,30,33,13,01,2007,1,1,13,6,6,3,10,2,19,14,2,0,0,0
0,40,22,13,01,2007,0,3,8,22,4,13,3,12,9,10,0,0,0,0
2,22,40,13,01,2007,3,0,22,8,13,4,12,3,10,9,0,0,0,0
1,42,17,13,01,2007,3,3,10,9,7,6,8,5,20,21,3,6,1,0
1,17,42,13,01,2007,3,3,9,10,6,7,5,8,21,20,6,3,0,1
1,16,32,14,01,2007,1,1,14,7,7,3,8,5,12,17,2,2,0,0
1,32,16,14,01,2007,1,1,7,14,3,7,5,8,17,12,2,2,0,0
0,39,26,14,01,2007,2,3,25,12,17,7,5,3,8,9,1,4,0,0
2,26,39,14,01,2007,3,2,12,25,7,17,3,5,9,8,4,1,0,0
2,2,40,20,01,2007,2,0,17,11,6,6,7,6,11,20,2,0,0,0
0,40,2,20,01,2007,0,2,11,17,6,6,6,7,20,11,0,2,0,0
1,17,39,20,01,2007,1,1,9,9,3,4,5,6,14,16,3,2,1,0
1,39,17,20,01,2007,1,1,9,9,4,3,6,5,16,14,2,3,0,1
2,22,12,20,01,2007,2,0,17,11,8,3,3,7,10,17,0,1,0,0
0,12,22,20,01,2007,0,2,11,17,3,8,7,3,17,10,1,0,0,0
0,23,5,20,01,2007,0,3,13,12,9,5,6,3,14,11,1,3,0,0
2,5,23,20,01,2007,3,0,12,13,5,9,3,6,11,14,3,1,0,0
2,25,7,20,01,2007,5,1,10,11,5,5,1,8,12,13,1,3,0,1
0,7,25,20,01,2007,1,5,11,10,5,5,8,1,13,12,3,1,1,0
1,26,42,20,01,2007,2,2,14,12,7,7,10,2,16,26,3,4,0,0
1,42,26,20,01,2007,2,2,12,14,7,7,2,10,26,16,4,3,0,0
0,30,11,20,01,2007,0,1,9,8,3,5,10,7,9,11,0,3,0,0
2,11,30,20,01,2007,1,0,8,9,5,3,7,10,11,9,3,0,0,0
2,32,33,20,01,2007,3,1,17,4,10,1,7,2,12,8,1,1,0,1
0,33,32,20,01,2007,1,3,4,17,1,10,2,7,8,12,1,1,1,0
2,1,24,21,01,2007,2,1,18,10,11,6,8,6,13,11,1,3,0,0
0,24,1,21,01,2007,1,2,10,18,6,11,6,8,11,13,3,1,0,0
0,43,16,21,01,2007,0,2,13,8,6,5,6,6,11,17,0,1,0,0
2,16,43,21,01,2007,2,0,8,13,5,6,6,6,17,11,1,0,0,0
2,40,5,23,01,2007,2,1,15,15,7,3,9,6,14,7,2,0,0,0
0,5,40,23,01,2007,1,2,15,15,3,7,6,9,7,14,0,2,0,0
1,30,25,30,01,2007,0,0,15,3,4,3,10,5,10,10,0,1,0,0
1,25,30,30,01,2007,0,0,3,15,3,4,5,10,10,10,1,0,0,0
2,32,43,30,01,2007,3,2,19,21,12,14,4,3,11,11,1,1,0,0
0,43,32,30,01,2007,2,3,21,19,14,12,3,4,11,11,1,1,0,0
2,33,17,30,01,2007,2,0,16,7,8,0,5,4,14,10,1,1,0,0
0,17,33,30,01,2007,0,2,7,16,0,8,4,5,10,14,1,1,0,0
0,42,22,30,01,2007,1,2,13,15,6,9,4,9,11,8,1,1,0,0
2,22,42,30,01,2007,2,1,15,13,9,6,9,4,8,11,1,1,0,0
1,7,11,31,01,2007,1,1,12,4,7,2,10,0,7,11,0,1,0,0
1,11,7,31,01,2007,1,1,4,12,2,7,0,10,11,7,1,0,0,0
2,12,5,31,01,2007,3,0,18,6,15,4,3,9,12,11,0,1,0,0
0,5,12,31,01,2007,0,3,6,18,4,15,9,3,11,12,1,0,0,0
2,24,40,31,01,2007,4,0,21,2,10,1,7,2,11,11,2,2,0,0
0,40,24,31,01,2007,0,4,2,21,1,10,2,7,11,11,2,2,0,0
2,26,2,31,01,2007,3,1,8,14,4,9,3,7,15,15,1,1,0,0
0,2,26,31,01,2007,1,3,14,8,9,4,7,3,15,15,1,1,0,0
2,2,42,03,02,2007,1,0,17,7,6,2,9,6,13,21,0,1,0,0
0,42,2,03,02,2007,0,1,7,17,2,6,6,9,21,13,1,0,0,0
2,5,33,03,02,2007,2,1,11,11,6,5,7,6,18,19,1,4,1,0
0,33,5,03,02,2007,1,2,11,11,5,6,6,7,19,18,4,1,0,1
0,11,12,03,02,2007,0,1,8,17,5,8,6,5,7,8,0,1,0,0
2,12,11,03,02,2007,1,0,17,8,8,5,5,6,8,7,1,0,0,0
2,17,26,03,02,2007,2,1,15,8,9,4,8,6,12,13,1,3,0,0
0,26,17,03,02,2007,1,2,8,15,4,9,6,8,13,12,3,1,0,0
1,22,16,03,02,2007,0,0,25,6,10,4,6,4,13,18,0,3,0,0
1,16,22,03,02,2007,0,0,6,25,4,10,4,6,18,13,3,0,0,0
0,23,32,03,02,2007,0,2,16,7,7,3,5,6,12,13,0,0,0,0
2,32,23,03,02,2007,2,0,7,16,3,7,6,5,13,12,0,0,0,0
1,25,1,03,02,2007,1,1,3,11,1,4,3,6,14,5,2,1,0,1
1,1,25,03,02,2007,1,1,11,3,4,1,6,3,5,14,1,2,1,0
0,40,7,03,02,2007,0,1,7,7,3,4,5,4,8,9,0,3,0,0
2,7,40,03,02,2007,1,0,7,7,4,3,4,5,9,8,3,0,0,0
2,43,30,03,02,2007,1,0,15,5,8,4,6,6,10,8,1,0,0,0
0,30,43,03,02,2007,0,1,5,15,4,8,6,6,8,10,0,1,0,0
0,39,24,04,02,2007,0,4,10,12,5,7,5,7,8,16,2,3,0,0
2,24,39,04,02,2007,4,0,12,10,7,5,7,5,16,8,3,2,0,0
2,12,25,10,02,2007,3,0,15,3,5,0,5,1,6,11,0,1,0,0
0,25,12,10,02,2007,0,3,3,15,0,5,1,5,11,6,1,0,0,0
2,16,5,10,02,2007,1,0,15,8,8,4,3,10,15,13,2,1,0,0
0,5,16,10,02,2007,0,1,8,15,4,8,10,3,13,15,1,2,0,0
2,24,11,10,02,2007,2,0,18,8,11,2,5,3,11,8,0,1,0,0
0,11,24,10,02,2007,0,2,8,18,2,11,3,5,8,11,1,0,0,0
2,26,22,10,02,2007,2,1,7,13,3,9,3,4,9,14,1,1,0,0
0,22,26,10,02,2007,1,2,13,7,9,3,4,3,14,9,1,1,0,0
2,30,23,10,02,2007,2,1,17,6,10,3,13,8,12,12,3,3,0,0
0,23,30,10,02,2007,1,2,6,17,3,10,8,13,12,12,3,3,0,0
2,32,2,10,02,2007,2,0,12,17,9,7,12,8,13,11,2,1,0,0
0,2,32,10,02,2007,0,2,17,12,7,9,8,12,11,13,1,2,0,0
2,33,39,10,02,2007,2,1,16,6,5,1,13,3,14,11,3,5,0,0
0,39,33,10,02,2007,1,2,6,16,1,5,3,13,11,14,5,3,0,0
0,42,40,10,02,2007,0,1,23,8,10,5,10,4,17,23,4,2,0,0
2,40,42,10,02,2007,1,0,8,23,5,10,4,10,23,17,2,4,0,0
2,1,43,11,02,2007,2,1,10,8,3,2,10,1,9,15,6,3,0,0
0,43,1,11,02,2007,1,2,8,10,2,3,1,10,15,9,3,6,0,0
2,7,17,11,02,2007,2,1,7,7,4,6,9,8,14,11,1,4,0,0
0,17,7,11,02,2007,1,2,7,7,6,4,8,9,11,14,4,1,0,0
0,16,39,21,02,2007,1,2,10,8,3,4,5,1,7,14,2,1,0,0
2,39,16,21,02,2007,2,1,8,10,4,3,1,5,14,7,1,2,0,0
1,40,43,21,02,2007,1,1,10,16,6,13,8,3,11,11,1,1,0,1
1,43,40,21,02,2007,1,1,16,10,13,6,3,8,11,11,1,1,1,0
2,11,42,24,02,2007,4,0,12,11,5,8,7,6,13,7,3,2,0,0
0,42,11,24,02,2007,0,4,11,12,8,5,6,7,7,13,2,3,0,0
0,17,24,24,02,2007,1,2,16,16,6,8,3,7,16,12,3,2,0,0
2,24,17,24,02,2007,2,1,16,16,8,6,7,3,12,16,2,3,0,0
