res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore
0,45,36,26,04,2011,0,3,5,17,1,8,11,7,10,12,2,3,0,0
2,17,7,27,04,2011,3,0,18,14,7,6,10,7,12,8,1,1,0,0
0,7,17,27,04,2011,0,3,14,18,6,7,7,10,8,12,1,1,0,0
2,5,7,30,04,2011,1,0,17,11,8,3,3,10,7,9,2,1,0,0
0,7,5,30,04,2011,0,1,11,17,3,8,10,3,9,7,1,2,0,0
1,6,36,30,04,2011,0,0,11,9,6,6,4,8,10,11,0,0,0,0
1,36,6,30,04,2011,0,0,9,11,6,6,8,4,11,10,0,0,0,0
2,12,39,30,04,2011,2,1,16,12,10,7,6,5,11,11,3,1,0,0
0,39,12,30,04,2011,1,2,12,16,7,10,5,6,11,11,1,3,0,0
0,37,17,30,04,2011,0,3,11,9,7,6,5,4,7,12,1,0,0,0
2,17,37,30,04,2011,3,0,9,11,6,7,4,5,12,7,0,1,0,0
2,41,2,30,04,2011,2,1,8,11,4,6,3,7,12,12,3,1,1,0
0,2,41,30,04,2011,1,2,11,8,6,4,7,3,12,12,1,3,0,1
1,43,16,30,04,2011,1,1,13,3,9,3,3,8,12,12,2,2,0,0
1,16,43,30,04,2011,1,1,3,13,3,9,8,3,12,12,2,2,0,0
2,1,24,01,05,2011,1,0,9,11,2,7,3,6,15,7,2,3,0,0
0,24,1,01,05,2011,0,1,11,9,7,2,6,3,7,15,3,2,0,0
1,4,45,01,05,2011,1,1,8,7,1,2,0,2,10,16,3,3,1,0
1,45,4,01,05,2011,1,1,7,8,2,1,2,0,16,10,3,3,0,1
2,22,26,01,05,2011,3,0,9,7,5,3,3,12,15,10,1,2,0,0
0,26,22,01,05,2011,0,3,7,9,3,5,12,3,10,15,2,1,0,0
2,23,42,01,05,2011,2,1,19,7,12,4,8,5,13,8,3,1,0,0
0,42,23,01,05,2011,1,2,7,19,4,12,5,8,8,13,1,3,0,0
1,2,43,07,05,2011,1,1,10,7,7,4,2,5,6,11,2,0,0,0
1,43,2,07,05,2011,1,1,7,10,4,7,5,2,11,6,0,2,0,0
0,7,37,07,05,2011,1,2,17,10,9,6,5,5,14,10,1,0,0,0
2,37,7,07,05,2011,2,1,10,17,6,9,5,5,10,14,0,1,0,0
2,16,23,07,05,2011,2,1,10,12,6,7,11,6,13,15,4,2,0,0
0,23,16,07,05,2011,1,2,12,10,7,6,6,11,15,13,2,4,0,0
2,26,4,07,05,2011,2,1,19,5,14,2,8,2,10,12,1,4,0,1
0,4,26,07,05,2011,1,2,5,19,2,14,2,8,12,10,4,1,1,0
1,39,6,07,05,2011,1,1,20,13,11,7,7,6,5,13,3,2,0,0
1,6,39,07,05,2011,1,1,13,20,7,11,6,7,13,5,2,3,0,0
1,42,5,07,05,2011,1,1,24,8,15,4,7,3,7,14,3,0,0,0
1,5,42,07,05,2011,1,1,8,24,4,15,3,7,14,7,0,3,0,0
2,24,12,08,05,2011,2,1,13,19,8,11,7,2,12,14,2,4,0,0
0,12,24,08,05,2011,1,2,19,13,11,8,2,7,14,12,4,2,0,0
2,36,1,08,05,2011,3,1,12,14,7,5,2,5,7,10,1,2,0,0
0,1,36,08,05,2011,1,3,14,12,5,7,5,2,10,7,2,1,0,0
2,45,41,08,05,2011,3,1,14,14,10,6,8,4,9,7,3,1,0,0
0,41,45,08,05,2011,1,3,14,14,6,10,4,8,7,9,1,3,0,0
0,17,22,09,05,2011,2,5,10,16,7,11,6,5,18,11,5,2,0,0
2,22,17,09,05,2011,5,2,16,10,11,7,5,6,11,18,2,5,0,0
2,23,39,10,05,2011,1,0,7,14,4,7,2,8,7,8,1,1,0,0
0,39,23,10,05,2011,0,1,14,7,7,4,8,2,8,7,1,1,0,0
1,5,24,14,05,2011,1,1,6,9,2,4,2,6,11,11,3,0,0,0
1,24,5,14,05,2011,1,1,9,6,4,2,6,2,11,11,0,3,0,0
2,6,7,14,05,2011,4,3,12,17,8,9,5,6,16,12,2,4,0,0
0,7,6,14,05,2011,3,4,17,12,9,8,6,5,12,16,4,2,0,0
0,37,45,14,05,2011,1,3,14,10,9,6,5,5,8,19,0,0,0,0
2,45,37,14,05,2011,3,1,10,14,6,9,5,5,19,8,0,0,0,0
2,41,16,14,05,2011,1,0,14,23,9,10,2,12,15,9,2,2,0,1
0,16,41,14,05,2011,0,1,23,14,10,9,12,2,9,15,2,2,1,0
0,1,2,15,05,2011,1,2,24,8,15,5,13,2,9,10,1,4,0,0
2,2,1,15,05,2011,2,1,8,24,5,15,2,13,10,9,4,1,0,0
0,4,17,15,05,2011,0,2,7,18,2,9,5,5,7,15,0,5,0,0
2,17,4,15,05,2011,2,0,18,7,9,2,5,5,15,7,5,0,0,0
1,12,26,15,05,2011,2,2,15,13,7,9,7,4,17,13,4,2,0,0
1,26,12,15,05,2011,2,2,13,15,9,7,4,7,13,17,2,4,0,0
0,22,39,15,05,2011,0,2,10,8,2,4,11,5,13,7,2,1,0,0
2,39,22,15,05,2011,2,0,8,10,4,2,5,11,7,13,1,2,0,0
2,43,42,15,05,2011,3,2,19,13,10,10,10,6,7,10,1,1,0,0
0,42,43,15,05,2011,2,3,13,19,10,10,6,10,10,7,1,1,0,0
2,23,36,17,05,2011,3,0,16,4,9,2,4,3,6,9,0,3,0,0
0,36,23,17,05,2011,0,3,4,16,2,9,3,4,9,6,3,0,0,0
2,2,22,22,05,2011,1,0,10,9,8,4,4,5,12,12,2,2,0,0
0,22,2,22,05,2011,0,1,9,10,4,8,5,4,12,12,2,2,0,0
0,7,23,22,05,2011,0,2,16,16,8,10,6,5,11,10,1,1,1,0
2,23,7,22,05,2011,2,0,16,16,10,8,5,6,10,11,1,1,0,1
2,16,12,22,05,2011,1,0,11,19,3,9,6,5,12,14,3,2,1,0
0,12,16,22,05,2011,0,1,19,11,9,3,5,6,14,12,2,3,0,1
1,17,1,22,05,2011,2,2,10,12,6,6,5,3,12,5,2,1,1,0
1,1,17,22,05,2011,2,2,12,10,6,6,3,5,5,12,1,2,0,1
2,24,6,22,05,2011,4,2,18,14,11,7,8,8,8,5,2,1,0,0
0,6,24,22,05,2011,2,4,14,18,7,11,8,8,5,8,1,2,0,0
1,26,41,22,05,2011,3,3,15,13,10,7,7,6,5,8,0,0,0,0
1,41,26,22,05,2011,3,3,13,15,7,10,6,7,8,5,0,0,0,0
0,36,43,22,05,2011,0,1,11,11,5,9,5,3,10,9,1,4,0,0
2,43,36,22,05,2011,1,0,11,11,9,5,3,5,9,10,4,1,0,0
2,39,4,22,05,2011,2,1,22,7,16,3,7,5,5,15,0,3,0,0
0,4,39,22,05,2011,1,2,7,22,3,16,5,7,15,5,3,0,0,0
0,42,37,22,05,2011,0,3,17,17,12,12,4,6,7,8,0,2,0,0
2,37,42,22,05,2011,3,0,17,17,12,12,6,4,8,7,2,0,0,0
0,45,5,22,05,2011,2,3,12,13,5,10,8,3,12,9,3,1,0,0
2,5,45,22,05,2011,3,2,13,12,10,5,3,8,9,12,1,3,0,0
res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore
0,5,45,13,08,2011,1,2,16,13,8,4,12,6,14,10,4,2,0,0
2,45,5,13,08,2011,2,1,13,16,4,8,6,12,10,14,2,4,0,0
1,17,2,13,08,2011,0,0,13,7,9,1,2,3,10,18,2,4,0,0
1,2,17,13,08,2011,0,0,7,13,1,9,3,2,18,10,4,2,0,0
1,22,37,13,08,2011,1,1,11,15,4,6,6,3,17,12,4,4,0,0
1,37,22,13,08,2011,1,1,15,11,6,4,3,6,12,17,4,4,0,0
1,26,1,13,08,2011,0,0,6,9,1,4,2,5,9,11,3,5,0,1
1,1,26,13,08,2011,0,0,9,6,4,1,5,2,11,9,5,3,1,0
0,31,7,13,08,2011,0,4,13,13,7,7,3,2,9,16,1,2,1,0
2,7,31,13,08,2011,4,0,13,13,7,7,2,3,16,9,2,1,0,1
1,43,27,13,08,2011,1,1,18,13,11,3,7,3,11,8,2,2,0,0
1,27,43,13,08,2011,1,1,13,18,3,11,3,7,8,11,2,2,0,0
1,36,12,14,08,2011,0,0,6,20,3,11,4,6,12,12,2,2,0,0
1,12,36,14,08,2011,0,0,20,6,11,3,6,4,12,12,2,2,0,0
0,41,24,14,08,2011,1,2,14,11,8,5,6,5,16,9,3,2,0,0
2,24,41,14,08,2011,2,1,11,14,5,8,5,6,9,16,2,3,0,0
2,23,38,15,08,2011,4,0,26,8,19,5,7,4,9,2,0,0,0,0
0,38,23,15,08,2011,0,4,8,26,5,19,4,7,2,9,0,0,0,0
0,1,22,20,08,2011,0,2,10,13,6,8,9,5,11,6,2,2,1,0
2,22,1,20,08,2011,2,0,13,10,8,6,5,9,6,11,2,2,0,1
2,2,5,20,08,2011,3,1,9,10,6,6,5,4,9,13,3,0,0,0
0,5,2,20,08,2011,1,3,10,9,6,6,4,5,13,9,0,3,0,0
2,12,41,20,08,2011,2,1,22,6,12,4,7,4,12,8,2,4,0,0
0,41,12,20,08,2011,1,2,6,22,4,12,4,7,8,12,4,2,0,0
0,16,31,20,08,2011,0,1,14,4,7,3,2,1,12,9,1,1,0,0
2,31,16,20,08,2011,1,0,4,14,3,7,1,2,9,12,1,1,0,0
0,37,26,20,08,2011,0,1,15,12,5,10,7,6,17,7,3,3,1,0
2,26,37,20,08,2011,1,0,12,15,10,5,6,7,7,17,3,3,0,1
1,38,43,20,08,2011,0,0,12,10,6,4,7,7,8,18,0,3,0,0
1,43,38,20,08,2011,0,0,10,12,4,6,7,7,18,8,3,0,0,0
0,7,23,21,08,2011,2,3,6,17,4,9,7,8,19,14,2,0,0,0
2,23,7,21,08,2011,3,2,17,6,9,4,8,7,14,19,0,2,0,0
1,27,36,21,08,2011,1,1,9,15,7,5,3,6,13,12,0,2,1,0
1,36,27,21,08,2011,1,1,15,9,5,7,6,3,12,13,2,0,0,1
2,45,17,21,08,2011,2,0,17,8,7,4,7,8,7,10,2,2,0,0
0,17,45,21,08,2011,0,2,8,17,4,7,8,7,10,7,2,2,0,0
2,24,39,22,08,2011,3,0,27,20,21,12,11,3,12,9,1,2,0,0
0,39,24,22,08,2011,0,3,20,27,12,21,3,11,9,12,2,1,0,0
1,2,45,27,08,2011,0,0,15,3,5,2,11,8,10,9,1,3,0,0
1,45,2,27,08,2011,0,0,3,15,2,5,8,11,9,10,3,1,0,0
0,5,16,27,08,2011,0,1,14,9,6,4,5,4,17,13,5,2,0,0
2,16,5,27,08,2011,1,0,9,14,4,6,4,5,13,17,2,5,0,0
2,12,27,27,08,2011,3,1,16,9,8,6,8,6,17,14,2,2,0,1
0,27,12,27,08,2011,1,3,9,16,6,8,6,8,14,17,2,2,1,0
2,22,7,27,08,2011,3,1,17,7,9,4,12,6,5,7,0,2,0,0
0,7,22,27,08,2011,1,3,7,17,4,9,6,12,7,5,2,0,0,0
1,38,37,27,08,2011,0,0,15,12,6,8,7,4,7,10,1,1,0,0
1,37,38,27,08,2011,0,0,12,15,8,6,4,7,10,7,1,1,0,0
2,43,31,27,08,2011,2,0,13,19,10,9,8,7,13,8,2,0,0,0
0,31,43,27,08,2011,0,2,19,13,9,10,7,8,8,13,0,2,0,0
2,24,1,28,08,2011,8,2,25,19,15,13,3,5,9,7,2,3,0,1
0,1,24,28,08,2011,2,8,19,25,13,15,5,3,7,9,3,2,1,0
2,26,17,28,08,2011,2,1,13,16,9,9,6,6,19,8,2,1,0,0
0,17,26,28,08,2011,1,2,16,13,9,9,6,6,8,19,1,2,0,0
0,39,23,28,08,2011,1,5,15,22,10,12,10,5,11,9,2,4,0,0
2,23,39,28,08,2011,5,1,22,15,12,10,5,10,9,11,4,2,0,0
0,41,36,28,08,2011,0,1,16,7,7,1,5,1,9,12,0,0,0,0
2,36,41,28,08,2011,1,0,7,16,1,7,1,5,12,9,0,0,0,0
2,1,38,10,09,2011,1,0,18,10,8,5,4,5,10,7,3,2,0,0
0,38,1,10,09,2011,0,1,10,18,5,8,5,4,7,10,2,3,0,0
0,7,24,10,09,2011,0,5,20,13,13,9,5,7,14,1,2,0,0,0
2,24,7,10,09,2011,5,0,13,20,9,13,7,5,1,14,0,2,0,0
1,16,2,10,09,2011,2,2,17,7,10,3,8,0,13,11,1,1,0,0
1,2,16,10,09,2011,2,2,7,17,3,10,0,8,11,13,1,1,0,0
2,23,43,10,09,2011,3,0,23,9,10,5,8,3,6,9,0,0,0,0
0,43,23,10,09,2011,0,3,9,23,5,10,3,8,9,6,0,0,0,0
2,36,22,10,09,2011,1,0,3,20,1,11,2,12,12,13,0,1,0,0
0,22,36,10,09,2011,0,1,20,3,11,1,12,2,13,12,1,0,0,0
0,37,12,10,09,2011,1,2,14,16,7,8,4,7,7,3,1,1,0,0
2,12,37,10,09,2011,2,1,16,14,8,7,7,4,3,7,1,1,0,0
0,45,39,10,09,2011,0,2,10,17,6,11,4,10,5,12,3,2,0,0
2,39,45,10,09,2011,2,0,17,10,11,6,10,4,12,5,2,3,0,0
1,17,5,11,09,2011,1,1,13,10,8,5,11,2,7,12,3,1,0,0
1,5,17,11,09,2011,1,1,10,13,5,8,2,11,12,7,1,3,0,0
0,27,41,11,09,2011,0,1,17,14,5,9,1,3,10,11,1,2,0,0
2,41,27,11,09,2011,1,0,14,17,9,5,3,1,11,10,2,1,0,0
1,31,26,12,09,2011,0,0,14,8,5,3,6,4,10,15,1,3,0,0
1,26,31,12,09,2011,0,0,8,14,3,5,4,6,15,10,3,1,0,0
1,2,26,17,09,2011,1,1,10,21,2,13,4,9,13,10,1,1,0,0
1,26,2,17,09,2011,1,1,21,10,13,2,9,4,10,13,1,1,0,0
2,5,1,17,09,2011,4,3,10,24,5,16,2,13,14,9,2,1,0,0
0,1,5,17,09,2011,3,4,24,10,16,5,13,2,9,14,1,2,0,0
0,7,27,17,09,2011,1,2,7,11,7,5,6,9,8,8,3,1,1,0
2,27,7,17,09,2011,2,1,11,7,5,7,9,6,8,8,1,3,0,1
2,16,43,17,09,2011,3,1,17,9,10,4,4,9,14,8,2,1,0,0
0,43,16,17,09,2011,1,3,9,17,4,10,9,4,8,14,1,2,0,0
2,38,41,17,09,2011,3,0,7,13,5,8,2,8,4,9,1,2,0,0
0,41,38,17,09,2011,0,3,13,7,8,5,8,2,9,4,2,1,0,0
0,45,31,17,09,2011,0,3,13,17,6,12,4,8,15,13,2,3,0,0
2,31,45,17,09,2011,3,0,17,13,12,6,8,4,13,15,3,2,0,0
1,17,23,18,09,2011,2,2,14,18,11,11,6,9,10,9,1,1,0,0
1,23,17,18,09,2011,2,2,18,14,11,11,9,6,9,10,1,1,0,0
2,24,12,18,09,2011,3,1,12,20,7,9,4,10,11,12,2,3,0,0
0,12,24,18,09,2011,1,3,20,12,9,7,10,4,12,11,3,2,0,0
2,37,36,18,09,2011,4,0,8,9,7,5,6,5,15,12,1,2,0,0
0,36,37,18,09,2011,0,4,9,8,5,7,5,6,12,15,2,1,0,0
2,39,22,18,09,2011,4,0,24,5,16,2,4,1,10,9,1,4,0,2
0,22,39,18,09,2011,0,4,5,24,2,16,1,4,9,10,4,1,2,0
2,1,7,24,09,2011,3,0,23,3,14,3,9,2,7,9,0,1,0,1
0,7,1,24,09,2011,0,3,3,23,3,14,2,9,9,7,1,0,1,0
2,12,38,24,09,2011,4,1,15,5,7,4,1,6,15,11,3,3,1,0
0,38,12,24,09,2011,1,4,5,15,4,7,6,1,11,15,3,3,0,1
2,22,45,24,09,2011,2,1,14,11,6,6,7,2,15,6,3,4,0,0
0,45,22,24,09,2011,1,2,11,14,6,6,2,7,6,15,4,3,0,0
2,23,16,24,09,2011,2,0,18,7,8,3,7,5,9,13,1,5,0,0
0,16,23,24,09,2011,0,2,7,18,3,8,5,7,13,9,5,1,0,0
2,26,5,24,09,2011,3,1,19,4,8,1,4,2,6,16,0,4,0,1
0,5,26,24,09,2011,1,3,4,19,1,8,2,4,16,6,4,0,1,0
1,36,24,24,09,2011,1,1,14,13,8,9,8,8,10,3,1,0,0,0
1,24,36,24,09,2011,1,1,13,14,9,8,8,8,3,10,0,1,0,0
1,41,17,24,09,2011,0,0,8,18,5,9,1,1,6,14,0,3,0,0
1,17,41,24,09,2011,0,0,18,8,9,5,1,1,14,6,3,0,0,0
0,43,39,24,09,2011,1,2,5,14,4,7,1,9,13,6,3,1,1,0
2,39,43,24,09,2011,2,1,14,5,7,4,9,1,6,13,1,3,0,1
1,31,2,25,09,2011,1,1,17,8,9,4,11,8,14,19,1,6,1,0
1,2,31,25,09,2011,1,1,8,17,4,9,8,11,19,14,6,1,0,1
2,27,37,26,09,2011,2,1,11,12,8,6,7,4,3,7,2,1,0,0
0,37,27,26,09,2011,1,2,12,11,6,8,4,7,7,3,1,2,0,0
2,2,43,01,10,2011,2,0,16,14,10,9,5,10,12,6,0,1,0,0
0,43,2,01,10,2011,0,2,14,16,9,10,10,5,6,12,1,0,0,0
0,5,23,01,10,2011,0,4,5,19,4,12,4,5,9,14,1,1,0,0
2,23,5,01,10,2011,4,0,19,5,12,4,5,4,14,9,1,1,0,0
0,16,22,01,10,2011,0,2,12,15,4,9,5,9,15,9,1,1,1,0
2,22,16,01,10,2011,2,0,15,12,9,4,9,5,9,15,1,1,0,1
2,24,27,01,10,2011,2,0,17,13,9,6,10,3,9,6,1,0,0,0
0,27,24,01,10,2011,0,2,13,17,6,9,3,10,6,9,0,1,0,0
1,37,41,01,10,2011,2,2,12,7,7,3,7,4,9,13,2,0,0,0
1,41,37,01,10,2011,2,2,7,12,3,7,4,7,13,9,0,2,0,0
0,45,26,01,10,2011,1,2,25,10,12,6,10,5,7,10,1,2,0,0
2,26,45,01,10,2011,2,1,10,25,6,12,5,10,10,7,2,1,0,0
0,7,12,02,10,2011,1,5,14,21,10,14,4,5,10,11,1,2,0,0
2,12,7,02,10,2011,5,1,21,14,14,10,5,4,11,10,2,1,0,0
2,17,31,02,10,2011,6,0,19,17,13,10,4,4,10,7,2,3,0,0
0,31,17,02,10,2011,0,6,17,19,10,13,4,4,7,10,3,2,0,0
2,38,36,02,10,2011,2,0,9,11,5,6,6,5,14,18,3,5,0,0
0,36,38,02,10,2011,0,2,11,9,6,5,5,6,18,14,5,3,0,0
2,39,1,02,10,2011,2,1,16,13,8,7,9,7,11,8,2,1,0,0
0,1,39,02,10,2011,1,2,13,16,7,8,7,9,8,11,1,2,0,0
2,12,16,15,10,2011,3,1,7,9,5,5,2,2,13,11,2,2,0,0
0,16,12,15,10,2011,1,3,9,7,5,5,2,2,11,13,2,2,0,0
1,22,24,15,10,2011,1,1,14,10,8,3,8,3,8,11,1,3,0,0
1,24,22,15,10,2011,1,1,10,14,3,8,3,8,11,8,3,1,0,0
2,23,2,15,10,2011,4,1,15,8,10,6,5,1,10,6,1,1,0,0
0,2,23,15,10,2011,1,4,8,15,6,10,1,5,6,10,1,1,0,0
2,27,38,15,10,2011,3,1,15,12,8,4,4,4,6,5,0,1,0,0
0,38,27,15,10,2011,1,3,12,15,4,8,4,4,5,6,1,0,0,0
1,31,5,15,10,2011,1,1,12,10,6,9,5,7,10,13,3,2,0,0
1,5,31,15,10,2011,1,1,10,12,9,6,7,5,13,10,2,3,0,0
2,36,17,15,10,2011,2,0,14,4,6,1,5,2,14,15,4,4,0,0
0,17,36,15,10,2011,0,2,4,14,1,6,2,5,15,14,4,4,0,0
0,43,7,15,10,2011,1,3,13,14,9,11,5,4,16,14,4,4,0,0
2,7,43,15,10,2011,3,1,14,13,11,9,4,5,14,16,4,4,0,0
2,1,37,16,10,2011,2,1,20,8,11,4,9,2,9,19,3,3,0,0
0,37,1,16,10,2011,1,2,8,20,4,11,2,9,19,9,3,3,0,0
1,26,39,16,10,2011,2,2,12,11,7,8,5,2,11,15,1,2,0,0
1,39,26,16,10,2011,2,2,11,12,8,7,2,5,15,11,2,1,0,0
2,41,45,16,10,2011,2,0,17,13,11,10,2,11,14,12,0,1,0,0
0,45,41,16,10,2011,0,2,13,17,10,11,11,2,12,14,1,0,0,0
0,2,41,22,10,2011,1,2,3,8,0,5,3,8,11,8,2,3,1,0
2,41,2,22,10,2011,2,1,8,3,5,0,8,3,8,11,3,2,0,1
0,7,37,22,10,2011,0,2,15,18,8,10,2,11,15,14,0,3,0,0
2,37,7,22,10,2011,2,0,18,15,10,8,11,2,14,15,3,0,0,0
1,22,27,22,10,2011,1,1,25,12,15,10,10,3,6,8,0,1,0,0
1,27,22,22,10,2011,1,1,12,25,10,15,3,10,8,6,1,0,0,0
2,26,43,22,10,2011,1,0,13,12,10,5,7,3,7,22,3,2,0,0
0,43,26,22,10,2011,0,1,12,13,5,10,3,7,22,7,2,3,0,0
1,45,38,22,10,2011,2,2,20,16,13,14,8,13,14,11,2,0,0,0
1,38,45,22,10,2011,2,2,16,20,14,13,13,8,11,14,0,2,0,0
2,1,36,23,10,2011,3,1,9,5,5,2,10,1,9,13,0,2,0,0
0,36,1,23,10,2011,1,3,5,9,2,5,1,10,13,9,2,0,0,0
0,5,39,23,10,2011,1,2,19,9,8,7,8,5,19,7,4,1,0,0
2,39,5,23,10,2011,2,1,9,19,7,8,5,8,7,19,1,4,0,0
0,17,16,23,10,2011,1,3,15,11,8,7,5,1,12,8,3,1,0,0
2,16,17,23,10,2011,3,1,11,15,7,8,1,5,8,12,1,3,0,0
0,24,23,23,10,2011,1,6,12,19,8,12,7,4,15,11,4,4,1,0
2,23,24,23,10,2011,6,1,19,12,12,8,4,7,11,15,4,4,0,1
2,31,12,23,10,2011,1,0,8,14,3,7,0,6,17,17,2,7,0,2
0,12,31,23,10,2011,0,1,14,8,7,3,6,0,17,17,7,2,2,0
0,12,1,29,10,2011,3,5,12,13,10,8,3,2,7,18,2,3,0,0
2,1,12,29,10,2011,5,3,13,12,8,10,2,3,18,7,3,2,0,0
0,16,24,29,10,2011,0,1,18,7,11,6,4,1,12,8,3,0,0,0
2,24,16,29,10,2011,1,0,7,18,6,11,1,4,8,12,0,3,0,0
2,23,45,29,10,2011,3,1,18,9,9,2,5,4,17,5,2,1,1,0
0,45,23,29,10,2011,1,3,9,18,2,9,4,5,5,17,1,2,0,1
1,27,5,29,10,2011,3,3,13,12,6,7,6,2,9,10,2,1,0,0
1,5,27,29,10,2011,3,3,12,13,7,6,2,6,10,9,1,2,0,0
1,37,2,29,10,2011,2,2,13,10,8,5,5,6,7,13,1,3,0,0
1,2,37,29,10,2011,2,2,10,13,5,8,6,5,13,7,3,1,0,0
2,38,7,29,10,2011,3,1,20,8,12,3,10,2,9,14,3,4,0,1
0,7,38,29,10,2011,1,3,8,20,3,12,2,10,14,9,4,3,1,0
0,41,22,29,10,2011,0,2,10,17,6,7,3,10,12,9,1,0,0,0
2,22,41,29,10,2011,2,0,17,10,7,6,10,3,9,12,0,1,0,0
0,43,17,29,10,2011,0,2,18,7,9,5,9,0,17,14,2,5,0,0
2,17,43,29,10,2011,2,0,7,18,5,9,0,9,14,17,5,2,0,0
2,39,31,30,10,2011,3,1,22,12,13,8,4,8,12,14,0,0,0,0
0,31,39,30,10,2011,1,3,12,22,8,13,8,4,14,12,0,0,0,0
0,36,26,31,10,2011,1,3,10,6,4,2,8,2,8,14,0,1,0,0
2,26,36,31,10,2011,3,1,6,10,2,4,2,8,14,8,1,0,0,0
2,1,41,05,11,2011,3,0,12,9,7,4,4,1,12,12,0,0,0,0
0,41,1,05,11,2011,0,3,9,12,4,7,1,4,12,12,0,0,0,0
2,2,27,05,11,2011,3,2,12,9,6,7,6,6,11,9,1,5,0,0
0,27,2,05,11,2011,2,3,9,12,7,6,6,6,9,11,5,1,0,0
0,5,12,05,11,2011,0,1,13,12,8,8,5,8,12,10,4,2,0,0
2,12,5,05,11,2011,1,0,12,13,8,8,8,5,10,12,2,4,0,0
1,22,38,05,11,2011,0,0,18,9,10,3,11,4,13,5,2,1,0,0
1,38,22,05,11,2011,0,0,9,18,3,10,4,11,5,13,1,2,0,0
2,24,37,05,11,2011,1,0,15,9,9,3,6,2,6,14,0,2,0,0
0,37,24,05,11,2011,0,1,9,15,3,9,2,6,14,6,2,0,0,0
2,26,16,05,11,2011,2,1,10,14,6,6,5,3,12,15,2,3,0,0
0,16,26,05,11,2011,1,2,14,10,6,6,3,5,15,12,3,2,0,0
0,31,23,05,11,2011,2,3,18,16,9,8,3,1,5,14,1,1,0,0
2,23,31,05,11,2011,3,2,16,18,8,9,1,3,14,5,1,1,0,0
2,7,36,06,11,2011,5,0,20,9,16,6,12,4,10,9,0,1,0,0
0,36,7,06,11,2011,0,5,9,20,6,16,4,12,9,10,1,0,0,0
0,17,39,06,11,2011,1,3,26,8,20,8,11,1,5,9,0,1,0,0
2,39,17,06,11,2011,3,1,8,26,8,20,1,11,9,5,1,0,0,0
2,45,43,06,11,2011,3,1,13,13,12,7,5,6,11,13,2,1,0,0
0,43,45,06,11,2011,1,3,13,13,7,12,6,5,13,11,1,2,0,0
2,16,45,19,11,2011,2,1,13,4,9,1,9,1,14,13,1,2,0,0
0,45,16,19,11,2011,1,2,4,13,1,9,1,9,13,14,2,1,0,0
2,23,26,19,11,2011,3,1,12,10,9,7,4,5,10,7,0,0,0,0
0,26,23,19,11,2011,1,3,10,12,7,9,5,4,7,10,0,0,0,0
0,27,1,19,11,2011,1,2,7,20,4,14,1,6,11,9,3,0,0,0
2,1,27,19,11,2011,2,1,20,7,14,4,6,1,9,11,0,3,0,0
0,36,31,19,11,2011,2,3,17,9,7,8,9,5,17,10,4,2,0,0
2,31,36,19,11,2011,3,2,9,17,8,7,5,9,10,17,2,4,0,0
1,37,17,19,11,2011,0,0,13,13,8,9,6,7,8,12,1,1,0,0
1,17,37,19,11,2011,0,0,13,13,9,8,7,6,12,8,1,1,0,0
0,38,24,19,11,2011,0,1,9,13,6,7,6,2,6,9,0,1,0,0
2,24,38,19,11,2011,1,0,13,9,7,6,2,6,9,6,1,0,0,0
2,41,7,19,11,2011,2,1,16,8,9,6,7,5,12,12,1,0,0,0
0,7,41,19,11,2011,1,2,8,16,6,9,5,7,12,12,0,1,0,0
1,43,5,19,11,2011,3,3,21,6,11,2,7,3,14,13,2,3,0,1
1,5,43,19,11,2011,3,3,6,21,2,11,3,7,13,14,3,2,1,0
0,12,22,20,11,2011,1,2,18,9,5,3,6,5,13,11,3,2,0,0
2,22,12,20,11,2011,2,1,9,18,3,5,5,6,11,13,2,3,0,0
2,39,2,21,11,2011,2,0,20,5,9,1,11,3,4,5,0,2,0,0
0,2,39,21,11,2011,0,2,5,20,1,9,3,11,5,4,2,0,0,0
1,1,17,26,11,2011,1,1,20,10,12,6,13,4,9,7,1,3,0,0
1,17,1,26,11,2011,1,1,10,20,6,12,4,13,7,9,3,1,0,0
0,7,16,26,11,2011,0,2,8,17,7,14,2,4,9,10,1,1,1,0
2,16,7,26,11,2011,2,0,17,8,14,7,4,2,10,9,1,1,0,1
2,12,45,26,11,2011,3,0,17,7,11,2,9,2,10,10,1,2,0,0
0,45,12,26,11,2011,0,3,7,17,2,11,2,9,10,10,2,1,0,0
1,24,26,26,11,2011,1,1,23,8,13,6,11,3,12,15,1,4,0,1
1,26,24,26,11,2011,1,1,8,23,6,13,3,11,15,12,4,1,1,0
2,27,31,26,11,2011,2,1,15,13,8,4,6,4,15,7,1,0,0,0
0,31,27,26,11,2011,1,2,13,15,4,8,4,6,7,15,0,1,0,0
2,36,5,26,11,2011,3,1,8,16,5,12,2,6,10,5,0,0,0,0
0,5,36,26,11,2011,1,3,16,8,12,5,6,2,5,10,0,0,0,0
0,37,43,26,11,2011,1,2,17,7,11,4,3,2,12,13,3,1,0,0
2,43,37,26,11,2011,2,1,7,17,4,11,2,3,13,12,1,3,0,0
0,41,39,26,11,2011,1,3,9,23,5,14,1,10,11,13,2,1,0,0
