res,team,oteam,day,mon,yea,gs,ogs,sh,osho,st,ost,co,oco,fo,ofo,ye,oye,re,ore
0,4,45,12,12,2010,0,1,3,14,0,9,2,7,15,9,4,2,0,0
2,24,1,13,12,2010,1,0,14,11,10,6,5,4,7,16,0,4,0,0
0,1,24,13,12,2010,0,1,11,14,6,10,4,5,16,7,4,0,0,0
1,5,42,18,12,2010,1,1,13,11,5,3,9,4,12,10,2,3,0,0
1,42,5,18,12,2010,1,1,11,13,3,5,4,9,10,12,3,2,0,0
2,37,7,18,12,2010,1,0,13,12,5,8,2,5,6,13,1,3,0,0
0,7,37,18,12,2010,0,1,12,13,8,5,5,2,13,6,3,1,0,0
0,23,16,20,12,2010,1,2,25,4,15,3,11,0,8,13,3,2,1,1
2,16,23,20,12,2010,2,1,4,25,3,15,0,11,13,8,2,3,1,1
0,2,39,26,12,2010,1,2,26,13,15,8,8,4,13,11,3,3,0,1
2,39,2,26,12,2010,2,1,13,26,8,15,4,8,11,13,3,3,1,0
0,5,36,26,12,2010,0,2,12,11,8,9,5,3,12,20,1,4,0,0
2,36,5,26,12,2010,2,0,11,12,9,8,3,5,20,12,4,1,0,0
2,7,41,26,12,2010,2,0,12,15,8,9,5,7,8,8,1,1,0,0
0,41,7,26,12,2010,0,2,15,12,9,8,7,5,8,8,1,1,0,0
0,17,42,26,12,2010,1,3,13,10,6,7,8,4,12,10,1,1,0,0
2,42,17,26,12,2010,3,1,10,13,7,6,4,8,10,12,1,1,0,0
2,24,37,26,12,2010,2,0,14,6,10,2,5,3,9,10,0,2,0,0
0,37,24,26,12,2010,0,2,6,14,2,10,3,5,10,9,2,0,0,0
0,26,23,26,12,2010,1,3,20,9,10,6,6,3,7,15,1,5,0,0
2,23,26,26,12,2010,3,1,9,20,6,10,3,6,15,7,5,1,0,0
0,45,43,26,12,2010,1,2,8,13,4,8,7,3,7,14,1,3,0,0
2,43,45,26,12,2010,2,1,13,8,8,4,3,7,14,7,3,1,0,0
2,1,12,27,12,2010,3,1,10,10,8,4,4,6,12,16,2,3,0,0
0,12,1,27,12,2010,1,3,10,10,4,8,6,4,16,12,3,2,0,0
1,4,24,28,12,2010,1,1,8,10,3,4,4,4,10,11,3,3,0,0
1,24,4,28,12,2010,1,1,10,8,4,3,4,4,11,10,3,3,0,0
2,23,2,28,12,2010,4,0,11,9,8,4,8,6,14,12,1,2,0,0
0,2,23,28,12,2010,0,4,9,11,4,8,6,8,12,14,2,1,0,0
0,36,17,28,12,2010,0,2,14,4,8,3,9,2,8,12,1,2,0,0
2,17,36,28,12,2010,2,0,4,14,3,8,2,9,12,8,2,1,0,0
0,37,6,28,12,2010,0,2,32,9,16,4,9,2,6,5,2,0,0,0
2,6,37,28,12,2010,2,0,9,32,4,16,2,9,5,6,0,2,0,0
2,39,26,28,12,2010,2,0,13,12,8,8,9,7,9,16,2,4,1,0
0,26,39,28,12,2010,0,2,12,13,8,8,7,9,16,9,4,2,0,1
0,41,5,28,12,2010,1,3,21,6,11,4,8,5,9,13,1,3,1,1
2,5,41,28,12,2010,3,1,6,21,4,11,5,8,13,9,3,1,1,1
1,42,16,28,12,2010,1,1,11,13,2,5,4,7,12,15,1,0,0,0
1,16,42,28,12,2010,1,1,13,11,5,2,7,4,15,12,0,1,0,0
2,12,7,29,12,2010,1,0,12,6,7,2,6,3,12,24,1,1,0,0
0,7,12,29,12,2010,0,1,6,12,2,7,3,6,24,12,1,1,0,0
0,22,45,29,12,2010,0,1,9,7,5,3,2,8,8,11,1,1,0,0
2,45,22,29,12,2010,1,0,7,9,3,5,8,2,11,8,1,1,0,0
1,43,1,29,12,2010,2,2,7,15,5,9,3,4,16,11,1,0,1,0
1,1,43,29,12,2010,2,2,15,7,9,5,4,3,11,16,0,1,0,1
0,4,1,01,01,2011,0,3,2,18,1,11,4,5,7,9,3,1,0,0
2,1,4,01,01,2011,3,0,18,2,11,1,5,4,9,7,1,3,0,0
2,22,7,01,01,2011,2,1,16,10,7,4,7,4,11,16,2,2,0,0
0,7,22,01,01,2011,1,2,10,16,4,7,4,7,16,11,2,2,0,0
2,23,6,01,01,2011,1,0,15,8,4,6,10,4,11,9,0,0,0,0
0,6,23,01,01,2011,0,1,8,15,6,4,4,10,9,11,0,0,0,0
2,36,16,01,01,2011,2,0,7,15,3,10,1,5,14,8,4,1,0,0
0,16,36,01,01,2011,0,2,15,7,10,3,5,1,8,14,1,4,0,0
2,37,5,01,01,2011,3,0,13,11,7,3,3,2,13,9,1,2,0,0
0,5,37,01,01,2011,0,3,11,13,3,7,2,3,9,13,2,1,0,0
2,39,17,01,01,2011,1,0,13,12,9,4,5,1,11,9,2,1,0,0
0,17,39,01,01,2011,0,1,12,13,4,9,1,5,9,11,1,2,0,0
0,41,24,01,01,2011,1,2,17,5,8,3,4,5,8,13,1,3,0,0
2,24,41,01,01,2011,2,1,5,17,3,8,5,4,13,8,3,1,0,0
2,42,45,01,01,2011,2,0,11,15,6,10,5,10,7,14,0,1,0,0
0,45,42,01,01,2011,0,2,15,11,10,6,10,5,14,7,1,0,0,0
1,12,2,02,01,2011,3,3,15,16,10,10,9,6,17,11,2,7,0,0
1,2,12,02,01,2011,3,3,16,15,10,10,6,9,11,17,7,2,0,0
0,43,26,02,01,2011,0,1,9,13,4,5,3,3,15,14,2,2,0,0
2,26,43,02,01,2011,1,0,13,9,5,4,3,3,14,15,2,2,0,0
0,6,4,04,01,2011,1,2,19,11,13,7,3,7,9,6,0,1,0,0
2,4,6,04,01,2011,2,1,11,19,7,13,7,3,6,9,1,0,0,0
2,17,41,04,01,2011,3,0,12,12,6,4,7,4,7,9,0,1,0,0
0,41,17,04,01,2011,0,3,12,12,4,6,4,7,9,7,1,0,0,0
2,24,36,04,01,2011,2,1,18,5,7,1,6,1,6,11,0,0,0,0
0,36,24,04,01,2011,1,2,5,18,1,7,1,6,11,6,0,0,0,0
1,1,23,05,01,2011,0,0,13,5,8,0,7,2,6,12,0,2,1,1
1,23,1,05,01,2011,0,0,5,13,0,8,2,7,12,6,2,0,1,1
0,2,37,05,01,2011,0,1,8,11,2,5,5,9,9,12,3,3,1,1
2,37,2,05,01,2011,1,0,11,8,5,2,9,5,12,9,3,3,1,1
2,5,22,05,01,2011,3,1,10,13,4,9,0,7,14,13,1,1,0,0
0,22,5,05,01,2011,1,3,13,10,9,4,7,0,13,14,1,1,0,0
1,7,43,05,01,2011,1,1,14,10,7,7,8,4,9,8,0,4,0,0
1,43,7,05,01,2011,1,1,10,14,7,7,4,8,8,9,4,0,0,0
2,16,39,05,01,2011,2,1,19,13,12,5,4,3,16,12,1,0,0,0
0,39,16,05,01,2011,1,2,13,19,5,12,3,4,12,16,0,1,0,0
2,26,42,05,01,2011,5,0,11,13,7,6,4,3,10,10,0,4,0,0
0,42,26,05,01,2011,0,5,13,11,6,7,3,4,10,10,4,0,0,0
2,45,12,05,01,2011,1,0,3,17,2,8,4,9,15,12,0,1,0,0
0,12,45,05,01,2011,0,1,17,3,8,2,9,4,12,15,1,0,0,0
2,6,22,12,01,2011,2,1,13,10,9,6,3,3,6,13,1,3,0,0
0,22,6,12,01,2011,1,2,10,13,6,9,3,3,13,6,3,1,0,0
2,12,5,15,01,2011,2,0,27,3,11,2,14,1,10,6,1,0,0,0
0,5,12,15,01,2011,0,2,3,27,2,11,1,14,6,10,0,1,0,0
2,23,45,15,01,2011,4,3,15,10,12,7,11,8,9,9,0,0,0,0
0,45,23,15,01,2011,3,4,10,15,7,12,8,11,9,9,0,0,0,0
2,36,7,15,01,2011,2,0,12,13,5,6,5,5,8,13,0,2,0,0
0,7,36,15,01,2011,0,2,13,12,6,5,5,5,13,8,2,0,0,0
2,41,6,15,01,2011,3,2,18,9,11,2,4,4,10,11,1,2,0,0
0,6,41,15,01,2011,2,3,9,18,2,11,4,4,11,10,2,1,0,0
0,42,1,15,01,2011,0,3,7,19,6,13,4,10,8,7,1,0,0,0
2,1,42,15,01,2011,3,0,19,7,13,6,10,4,7,8,0,1,0,0
1,43,17,15,01,2011,1,1,8,14,5,5,3,11,21,7,4,2,0,0
1,17,43,15,01,2011,1,1,14,8,5,5,11,3,7,21,2,4,0,0
1,4,2,16,01,2011,1,1,14,13,4,3,5,7,14,14,1,2,0,0
1,2,4,16,01,2011,1,1,13,14,3,4,7,5,14,14,2,1,0,0
1,22,16,16,01,2011,2,2,19,10,14,5,10,6,16,17,3,0,0,0
1,16,22,16,01,2011,2,2,10,19,5,14,6,10,17,16,0,3,0,0
1,37,26,16,01,2011,1,1,10,9,7,2,4,6,17,5,1,1,0,0
1,26,37,16,01,2011,1,1,9,10,2,7,6,4,5,17,1,1,0,0
1,39,24,16,01,2011,0,0,16,7,6,4,8,2,9,18,2,4,0,1
1,24,39,16,01,2011,0,0,7,16,4,6,2,8,18,9,4,2,1,0
2,1,43,22,01,2011,3,0,23,3,15,1,8,1,6,14,0,1,0,1
0,43,1,22,01,2011,0,3,3,23,1,15,1,8,14,6,1,0,1,0
2,2,23,22,01,2011,1,0,10,24,8,14,2,13,11,11,1,1,0,0
0,23,2,22,01,2011,0,1,24,10,14,8,13,2,11,11,1,1,0,0
0,6,37,22,01,2011,1,2,13,11,7,6,10,4,13,9,2,0,0,0
2,37,6,22,01,2011,2,1,11,13,6,7,4,10,9,13,0,2,0,0
1,16,42,22,01,2011,2,2,11,13,6,5,12,2,8,12,1,2,0,1
1,42,16,22,01,2011,2,2,13,11,5,6,2,12,12,8,2,1,1,0
2,17,36,22,01,2011,2,0,10,9,7,1,3,2,11,10,1,1,0,1
0,36,17,22,01,2011,0,2,9,10,1,7,2,3,10,11,1,1,1,0
2,24,4,22,01,2011,5,0,23,6,9,1,10,3,10,5,0,0,0,0
0,4,24,22,01,2011,0,5,6,23,1,9,3,10,5,10,0,0,0,0
1,26,39,22,01,2011,1,1,13,14,6,9,1,4,13,7,0,0,0,0
1,39,26,22,01,2011,1,1,14,13,9,6,4,1,7,13,0,0,0,0
0,45,22,22,01,2011,0,3,11,15,4,10,5,4,6,17,0,3,0,0
2,22,45,22,01,2011,3,0,15,11,10,4,4,5,17,6,3,0,0,0
2,5,41,23,01,2011,2,0,17,24,12,20,9,9,4,6,0,1,0,0
0,41,5,23,01,2011,0,2,24,17,20,12,9,9,6,4,1,0,0,0
0,7,12,24,01,2011,0,4,11,14,8,11,4,3,7,4,0,0,0,0
2,12,7,24,01,2011,4,0,14,11,11,8,3,4,4,7,0,0,0,0
0,6,24,25,01,2011,2,3,6,17,4,13,6,7,10,10,1,2,0,0
2,24,6,25,01,2011,3,2,17,6,13,4,7,6,10,10,2,1,0,0
0,43,2,25,01,2011,1,2,19,11,8,10,7,4,9,13,2,3,0,0
2,2,43,25,01,2011,2,1,11,19,10,8,4,7,13,9,3,2,0,0
2,22,17,26,01,2011,1,0,11,12,7,8,6,2,11,10,0,0,0,0
0,17,22,26,01,2011,0,1,12,11,8,7,2,6,10,11,0,0,0,0
2,1,16,01,02,2011,2,1,19,4,10,4,5,7,12,14,3,5,0,0
0,16,1,01,02,2011,1,2,4,19,4,10,7,5,14,12,5,3,0,0
2,24,2,01,02,2011,3,1,18,9,11,5,5,5,6,6,0,0,0,0
0,2,24,01,02,2011,1,3,9,18,5,11,5,5,6,6,0,0,0,0
0,37,12,01,02,2011,2,4,4,21,3,14,0,6,10,10,1,2,0,0
2,12,37,01,02,2011,4,2,21,4,14,3,6,0,10,10,2,1,0,0
1,41,43,01,02,2011,2,2,21,11,10,7,8,5,13,12,4,5,0,0
1,43,41,01,02,2011,2,2,11,21,7,10,5,8,12,13,5,4,0,0
1,4,23,02,02,2011,2,2,14,12,7,9,6,4,9,12,0,2,0,0
1,23,4,02,02,2011,2,2,12,14,9,7,4,6,12,9,2,0,0,0
0,5,39,02,02,2011,0,1,17,6,9,5,4,4,14,11,2,1,0,0
2,39,5,02,02,2011,1,0,6,17,5,9,4,4,11,14,1,2,0,0
0,6,42,02,02,2011,1,3,13,12,8,10,10,7,9,12,0,1,0,0
2,42,6,02,02,2011,3,1,12,13,10,8,7,10,12,9,1,0,0,0
2,7,45,02,02,2011,1,0,13,11,8,5,8,3,16,8,1,3,0,0
0,45,7,02,02,2011,0,1,11,13,5,8,3,8,8,16,3,1,0,0
2,17,26,02,02,2011,1,0,11,4,9,3,4,7,14,19,0,3,0,0
0,26,17,02,02,2011,0,1,4,11,3,9,7,4,19,14,3,0,0,0
2,22,36,02,02,2011,2,0,13,6,9,1,7,0,6,8,1,4,0,0
0,36,22,02,02,2011,0,2,6,13,1,9,0,7,8,6,4,1,0,0
1,2,17,05,02,2011,2,2,10,13,5,9,3,6,15,11,3,2,0,0
1,17,2,05,02,2011,2,2,13,10,9,5,6,3,11,15,2,3,0,0
2,16,6,05,02,2011,5,3,23,11,16,7,9,5,8,17,0,1,0,0
0,6,16,05,02,2011,3,5,11,23,7,16,5,9,17,8,1,0,0,0
2,23,41,05,02,2011,3,0,13,17,9,9,8,8,13,10,1,2,0,0
0,41,23,05,02,2011,0,3,17,13,9,9,8,8,10,13,2,1,0,0
1,26,1,05,02,2011,4,4,16,13,8,10,12,6,13,15,2,3,0,1
1,1,26,05,02,2011,4,4,13,16,10,8,6,12,15,13,3,2,1,0
2,36,37,05,02,2011,3,2,18,11,9,7,12,4,7,15,1,3,0,0
0,37,36,05,02,2011,2,3,11,18,7,9,4,12,15,7,3,1,0,0
2,39,7,05,02,2011,2,1,13,8,7,3,6,7,13,11,1,3,0,0
0,7,39,05,02,2011,1,2,8,13,3,7,7,6,11,13,3,1,0,0
2,43,5,05,02,2011,4,3,11,9,7,5,4,9,11,12,1,2,0,0
0,5,43,05,02,2011,3,4,9,11,5,7,9,4,12,11,2,1,0,0
2,45,24,05,02,2011,2,1,6,14,5,7,4,6,6,11,2,2,0,0
0,24,45,05,02,2011,1,2,14,6,7,5,6,4,11,6,2,2,0,0
0,12,22,06,02,2011,0,1,14,7,4,4,4,3,9,9,1,1,0,0
2,22,12,06,02,2011,1,0,7,14,4,4,3,4,9,9,1,1,0,0
0,42,4,06,02,2011,0,1,16,9,9,3,5,5,18,13,3,1,0,0
2,4,42,06,02,2011,1,0,9,16,3,9,5,5,13,18,1,3,0,0
2,1,45,12,02,2011,2,0,17,2,8,0,3,6,15,9,0,1,0,0
0,45,1,12,02,2011,0,2,2,17,0,8,6,3,9,15,1,0,0,0
2,4,36,12,02,2011,1,0,10,15,4,5,3,5,15,14,1,0,0,0
0,36,4,12,02,2011,0,1,15,10,5,4,5,3,14,15,0,1,0,0
1,5,26,12,02,2011,0,0,4,12,0,6,2,11,11,11,1,3,0,0
1,26,5,12,02,2011,0,0,12,4,6,0,11,2,11,11,3,1,0,0
1,6,2,12,02,2011,1,1,14,7,5,4,4,8,13,14,2,1,0,1
1,2,6,12,02,2011,1,1,7,14,4,5,8,4,14,13,1,2,1,0
1,22,43,12,02,2011,1,1,13,8,5,2,8,5,11,17,1,3,0,0
1,43,22,12,02,2011,1,1,8,13,2,5,5,8,17,11,3,1,0,0
2,24,23,12,02,2011,2,1,11,13,6,8,4,7,15,13,2,2,0,0
0,23,24,12,02,2011,1,2,13,11,8,6,7,4,13,15,2,2,0,0
0,37,39,12,02,2011,1,2,16,11,10,5,2,3,14,12,2,4,0,0
2,39,37,12,02,2011,2,1,11,16,5,10,3,2,12,14,4,2,0,0
1,41,42,12,02,2011,3,3,15,18,11,11,4,9,12,13,2,3,0,0
1,42,41,12,02,2011,3,3,18,15,11,11,9,4,13,12,3,2,0,0
2,7,16,13,02,2011,2,0,11,9,5,4,4,4,15,12,1,0,0,0
0,16,7,13,02,2011,0,2,9,11,4,5,4,4,12,15,0,1,0,0
1,17,12,14,02,2011,0,0,12,23,8,9,4,6,10,13,2,1,0,0
1,12,17,14,02,2011,0,0,23,12,9,8,6,4,13,10,1,2,0,0
0,4,26,15,02,2011,0,2,11,10,5,7,4,6,13,14,1,3,0,0
2,26,4,15,02,2011,2,0,10,11,7,5,6,4,14,13,3,1,0,0
1,41,45,20,02,2011,1,1,19,6,11,2,12,1,6,6,0,0,0,0
1,45,41,20,02,2011,1,1,6,19,2,11,1,12,6,6,0,0,0,0
2,6,39,22,02,2011,3,1,8,25,4,10,1,7,11,8,2,0,0,0
0,39,6,22,02,2011,1,3,25,8,10,4,7,1,8,11,0,2,0,0
2,1,36,23,02,2011,1,0,9,7,4,4,5,3,8,9,1,2,0,0
0,36,1,23,02,2011,0,1,7,9,4,4,3,5,9,8,2,1,0,0
2,2,5,26,02,2011,4,1,17,5,10,2,10,2,4,12,0,3,0,1
0,5,2,26,02,2011,1,4,5,17,2,10,2,10,12,4,3,0,1,0
2,16,37,26,02,2011,2,0,17,12,9,7,4,1,11,8,0,0,0,0
0,37,16,26,02,2011,0,2,12,17,7,9,1,4,8,11,0,0,0,0
1,26,7,26,02,2011,1,1,13,17,6,10,3,6,7,11,0,2,1,0
1,7,26,26,02,2011,1,1,17,13,10,6,6,3,11,7,2,0,0,1
0,43,24,26,02,2011,0,4,10,14,4,9,8,4,13,11,0,1,0,0
2,24,43,26,02,2011,4,0,14,10,9,4,4,8,11,13,1,0,0,0
2,45,6,26,02,2011,4,0,15,2,11,1,11,4,16,10,1,1,0,1
0,6,45,26,02,2011,0,4,2,15,1,11,4,11,10,16,1,1,1,0
1,23,17,27,02,2011,1,1,14,11,4,5,10,1,17,13,1,2,0,0
1,17,23,27,02,2011,1,1,11,14,5,4,1,10,13,17,2,1,0,0
2,42,22,27,02,2011,3,1,17,12,11,8,6,8,10,8,0,1,0,0
0,22,42,27,02,2011,1,3,12,17,8,11,8,6,8,10,1,0,0,0
1,36,41,28,02,2011,1,1,6,16,3,11,4,0,17,14,2,2,0,0
1,41,36,28,02,2011,1,1,16,6,11,3,0,4,14,17,2,2,0,0
2,12,24,01,03,2011,2,1,17,12,11,7,10,2,11,14,3,2,0,1
0,24,12,01,03,2011,1,2,12,17,7,11,2,10,14,11,2,3,1,0
1,1,37,05,03,2011,0,0,14,6,7,3,5,6,13,10,3,3,0,0
1,37,1,05,03,2011,0,0,6,14,3,7,6,5,10,13,3,3,0,0
0,4,41,05,03,2011,1,3,9,9,4,5,7,3,8,10,3,1,0,0
2,41,4,05,03,2011,3,1,9,9,5,4,3,7,10,8,1,3,0,0
2,7,2,05,03,2011,3,2,15,10,9,6,8,5,18,11,5,2,0,0
0,2,7,05,03,2011,2,3,10,15,6,9,5,8,11,18,2,5,0,0
2,17,5,05,03,2011,3,2,15,12,11,9,9,7,12,17,2,3,0,0
0,5,17,05,03,2011,2,3,12,15,9,11,7,9,17,12,3,2,0,0
2,23,43,05,03,2011,1,0,7,12,3,5,4,6,17,8,3,1,0,0
0,43,23,05,03,2011,0,1,12,7,5,3,6,4,8,17,1,3,0,0
0,26,16,05,03,2011,1,2,10,13,8,8,5,4,12,14,2,4,0,0
2,16,26,05,03,2011,2,1,13,10,8,8,4,5,14,12,4,2,0,0
2,42,36,05,03,2011,3,0,15,7,10,5,7,3,9,10,0,3,0,0
0,36,42,05,03,2011,0,3,7,15,5,10,3,7,10,9,3,0,0,0
2,22,24,06,03,2011,3,1,17,12,10,7,6,4,12,12,2,3,0,0
0,24,22,06,03,2011,1,3,12,17,7,10,4,6,12,12,3,2,0,0
1,45,39,06,03,2011,3,3,13,15,4,10,7,4,10,11,0,3,0,0
1,39,45,06,03,2011,3,3,15,13,10,4,4,7,11,10,3,0,0,0
0,6,12,07,03,2011,1,3,14,18,5,11,3,13,5,8,0,0,0,0
2,12,6,07,03,2011,3,1,18,14,11,5,13,3,8,5,0,0,0,0
1,16,4,09,03,2011,1,1,17,5,11,3,9,1,8,12,1,3,0,0
1,4,16,09,03,2011,1,1,5,17,3,11,1,9,12,8,3,1,0,0
0,2,45,19,03,2011,0,1,11,8,5,5,8,3,15,19,1,3,0,0
2,45,2,19,03,2011,1,0,8,11,5,5,3,8,19,15,3,1,0,0
1,5,6,19,03,2011,2,2,24,8,7,6,8,3,15,12,1,1,0,0
1,6,5,19,03,2011,2,2,8,24,6,7,3,8,12,15,1,1,0,0
2,16,17,19,03,2011,2,1,16,12,12,6,7,5,15,19,2,0,0,0
0,17,16,19,03,2011,1,2,12,16,6,12,5,7,19,15,0,2,0,0
2,24,7,19,03,2011,1,0,14,11,8,6,12,5,8,11,0,0,1,0
0,7,24,19,03,2011,0,1,11,14,6,8,5,12,11,8,0,0,0,1
2,36,26,19,03,2011,4,0,8,14,6,9,3,7,16,9,1,1,0,0
0,26,36,19,03,2011,0,4,14,8,9,6,7,3,9,16,1,1,0,0
1,39,42,19,03,2011,0,0,26,11,14,5,6,2,6,13,0,4,0,0
1,42,39,19,03,2011,0,0,11,26,5,14,2,6,13,6,4,0,0,0
1,41,1,19,03,2011,2,2,4,18,3,11,2,7,9,7,1,3,0,0
1,1,41,19,03,2011,2,2,18,4,11,3,7,2,7,9,3,1,0,0
2,43,4,19,03,2011,2,1,16,7,13,4,9,4,13,13,3,1,0,0
0,4,43,19,03,2011,1,2,7,16,4,13,4,9,13,13,1,3,0,0
2,12,23,20,03,2011,2,0,16,5,11,2,5,1,16,13,2,5,0,0
0,23,12,20,03,2011,0,2,5,16,2,11,1,5,13,16,5,2,0,0
0,37,22,20,03,2011,0,2,3,10,1,4,3,6,11,7,3,3,1,0
2,22,37,20,03,2011,2,0,10,3,4,1,6,3,7,11,3,3,0,1
1,1,5,02,04,2011,0,0,19,7,11,2,11,4,10,9,1,2,0,1
1,5,1,02,04,2011,0,0,7,19,2,11,4,11,9,10,2,1,1,0
2,4,7,02,04,2011,2,1,9,19,6,12,8,9,11,16,0,2,0,0
0,7,4,02,04,2011,1,2,19,9,12,6,9,8,16,11,2,0,0,0
1,16,2,02,04,2011,2,2,14,7,7,5,5,7,13,16,3,2,0,0
1,2,16,02,04,2011,2,2,7,14,5,7,7,5,16,13,2,3,0,0
2,26,45,02,04,2011,4,1,17,13,13,9,5,4,19,10,5,3,0,0
0,45,26,02,04,2011,1,4,13,17,9,13,4,5,10,19,3,5,0,0
1,36,12,02,04,2011,1,1,13,20,6,10,5,12,9,10,1,2,0,0
1,12,36,02,04,2011,1,1,20,13,10,6,12,5,10,9,2,1,0,0
2,41,22,02,04,2011,2,1,17,13,14,9,0,5,10,15,2,3,0,0
0,22,41,02,04,2011,1,2,13,17,9,14,5,0,15,10,3,2,0,0
0,42,24,02,04,2011,2,4,6,18,2,9,0,16,10,9,1,2,0,0
2,24,42,02,04,2011,4,2,18,6,9,2,16,0,9,10,2,1,0,0
1,43,39,02,04,2011,0,0,14,10,5,6,8,2,11,13,1,1,0,0
1,39,43,02,04,2011,0,0,10,14,6,5,2,8,13,11,1,1,0,0
2,17,6,03,04,2011,3,0,13,10,11,6,4,7,14,5,2,1,0,0
0,6,17,03,04,2011,0,3,10,13,6,11,7,4,5,14,1,2,0,0
2,23,37,03,04,2011,5,0,14,8,12,4,6,5,9,20,2,3,0,0
0,37,23,03,04,2011,0,5,8,14,4,12,5,6,20,9,3,2,0,0
1,5,4,09,04,2011,1,1,15,6,5,5,8,2,10,10,2,3,0,0
1,4,5,09,04,2011,1,1,6,15,5,5,2,8,10,10,3,2,0,0
2,7,42,09,04,2011,3,0,23,14,12,8,5,10,6,10,1,0,0,0
0,42,7,09,04,2011,0,3,14,23,8,12,10,5,10,6,0,1,0,0
2,12,43,09,04,2011,1,0,21,11,13,7,10,5,11,12,1,2,0,0
0,43,12,09,04,2011,0,1,11,21,7,13,5,10,12,11,2,1,0,0
2,24,17,09,04,2011,2,0,16,12,12,5,8,3,12,8,0,0,0,0
0,17,24,09,04,2011,0,2,12,16,5,12,3,8,8,12,0,0,0,0
0,37,41,09,04,2011,2,3,7,12,4,8,5,2,10,11,3,1,0,0
2,41,37,09,04,2011,3,2,12,7,8,4,2,5,11,10,1,3,0,0
2,39,36,09,04,2011,3,2,9,10,8,5,10,5,11,16,1,3,0,0
0,36,39,09,04,2011,2,3,10,9,5,8,5,10,16,11,3,1,0,0
0,45,16,09,04,2011,0,3,11,9,7,6,13,6,13,14,0,1,0,0
2,16,45,09,04,2011,3,0,9,11,6,7,6,13,14,13,1,0,0,0
2,2,26,10,04,2011,1,0,13,6,7,4,9,2,8,10,2,2,0,0
0,26,2,10,04,2011,0,1,6,13,4,7,2,9,10,8,2,2,0,0
0,6,1,10,04,2011,1,3,12,16,6,7,6,4,13,9,2,2,0,0
2,1,6,10,04,2011,3,1,16,12,7,6,4,6,9,13,2,2,0,0
2,22,23,11,04,2011,3,0,15,13,7,4,6,2,6,3,1,0,0,0
0,23,22,11,04,2011,0,3,13,15,4,7,2,6,3,6,0,1,0,0
2,4,37,16,04,2011,2,0,10,15,4,7,4,9,7,10,0,0,0,0
0,37,4,16,04,2011,0,2,15,10,7,4,9,4,10,7,0,0,0,0
0,6,43,16,04,2011,1,3,14,9,9,5,5,3,13,12,2,2,0,0
2,43,6,16,04,2011,3,1,9,14,5,9,3,5,12,13,2,2,0,0
2,16,5,16,04,2011,2,0,17,4,7,2,10,1,9,17,2,3,0,0
0,5,16,16,04,2011,0,2,4,17,2,7,1,10,17,9,3,2,0,0
0,41,12,16,04,2011,1,3,12,19,6,11,3,5,7,10,1,0,0,0
2,12,41,16,04,2011,3,1,19,12,11,6,5,3,10,7,0,1,0,0
0,42,2,16,04,2011,1,2,12,21,7,11,5,11,8,3,0,0,0,0
2,2,42,16,04,2011,2,1,21,12,11,7,11,5,3,8,0,0,0,0
1,1,22,17,04,2011,1,1,12,9,6,5,10,3,13,13,2,4,0,0
1,22,1,17,04,2011,1,1,9,12,5,6,3,10,13,13,4,2,0,0
1,26,24,19,04,2011,0,0,12,18,5,8,6,7,9,10,2,2,0,0
1,24,26,19,04,2011,0,0,18,12,8,5,7,6,10,9,2,2,0,0
2,12,4,20,04,2011,3,1,17,6,7,3,7,4,9,11,0,1,0,0
0,4,12,20,04,2011,1,3,6,17,3,7,4,7,11,9,1,0,0,0
1,39,1,20,04,2011,3,3,16,13,9,9,7,6,8,13,0,3,0,0
1,1,39,20,04,2011,3,3,13,16,9,9,6,7,13,8,3,0,0,0
1,2,36,23,04,2011,1,1,7,4,2,3,7,8,9,9,0,3,0,0
1,36,2,23,04,2011,1,1,4,7,3,2,8,7,9,9,3,0,0,0
1,6,26,23,04,2011,1,1,18,9,7,6,4,4,17,8,1,1,0,0
1,26,6,23,04,2011,1,1,9,18,6,7,4,4,8,17,1,1,0,0
2,12,42,23,04,2011,3,0,16,12,11,7,5,7,7,13,1,2,0,0
0,42,12,23,04,2011,0,3,12,16,7,11,7,5,13,7,2,1,0,0
2,22,4,23,04,2011,5,0,17,10,13,6,5,2,7,12,1,0,0,0
0,4,22,23,04,2011,0,5,10,17,6,13,2,5,12,7,0,1,0,0
2,24,16,23,04,2011,1,0,21,5,12,3,13,1,10,9,1,2,0,0
0,16,24,23,04,2011,0,1,5,21,3,12,1,13,9,10,2,1,0,0
2,37,43,23,04,2011,4,2,11,11,7,7,7,3,11,9,1,2,0,0
0,43,37,23,04,2011,2,4,11,11,7,7,3,7,9,11,2,1,0,0
1,39,41,23,04,2011,2,2,19,10,9,4,11,1,8,9,1,1,0,0
1,41,39,23,04,2011,2,2,10,19,4,9,1,11,9,8,1,1,0,0
1,45,17,23,04,2011,1,1,12,15,3,5,3,5,15,17,2,2,0,0
1,17,45,23,04,2011,1,1,15,12,5,3,5,3,17,15,2,2,0,0
2,7,1,24,04,2011,2,1,11,17,10,7,3,9,13,14,3,3,0,0
0,1,7,24,04,2011,1,2,17,11,7,10,9,3,14,13,3,3,0,0
0,5,23,25,04,2011,0,1,12,10,6,5,4,6,15,15,2,3,0,0
2,23,5,25,04,2011,1,0,10,12,5,6,6,4,15,15,3,2,0,0
2,36,45,26,04,2011,3,0,17,5,8,1,7,11,12,10,3,2,0,0
