1,16,21,24,09,00,1,1
2,2,15,30,09,00,4,1
0,15,2,30,09,00,1,4
1,11,13,30,09,00,2,2
1,13,11,30,09,00,2,2
0,16,19,30,09,00,0,3
2,19,16,30,09,00,3,0
2,20,39,30,09,00,4,3
0,39,20,30,09,00,3,4
0,23,26,30,09,00,0,1
2,26,23,30,09,00,1,0
0,35,25,30,09,00,1,3
2,25,35,30,09,00,3,1
1,42,8,30,09,00,1,1
1,8,42,30,09,00,1,1
2,1,24,01,10,00,1,0
0,24,1,01,10,00,0,1
2,12,22,01,10,00,3,0
0,22,12,01,10,00,0,3
1,37,21,01,10,00,0,0
1,21,37,01,10,00,0,0
2,1,2,14,10,00,1,0
0,2,1,14,10,00,0,1
2,13,39,14,10,00,2,1
0,39,13,14,10,00,1,2
1,16,35,14,10,00,1,1
1,35,16,14,10,00,1,1
1,19,42,14,10,00,1,1
1,42,19,14,10,00,1,1
2,20,11,14,10,00,3,1
0,11,20,14,10,00,1,3
0,21,24,14,10,00,0,3
2,24,21,14,10,00,3,0
2,23,8,14,10,00,2,0
0,8,23,14,10,00,0,2
2,37,12,14,10,00,1,0
0,12,37,14,10,00,0,1
0,15,22,15,10,00,0,4
2,22,15,15,10,00,4,0
0,25,26,16,10,00,1,3
2,26,25,16,10,00,3,1
0,8,19,21,10,00,0,2
2,19,8,21,10,00,2,0
2,11,25,21,10,00,1,0
0,25,11,21,10,00,0,1
2,12,13,21,10,00,6,1
0,13,12,21,10,00,1,6
2,22,21,21,10,00,1,0
0,21,22,21,10,00,0,1
2,24,20,21,10,00,3,0
0,20,24,21,10,00,0,3
0,26,16,21,10,00,0,1
2,16,26,21,10,00,1,0
2,39,15,21,10,00,3,1
0,15,39,21,10,00,1,3
0,42,1,21,10,00,1,2
2,1,42,21,10,00,2,1
1,2,37,22,10,00,0,0
1,37,2,22,10,00,0,0
0,35,23,23,10,00,0,2
2,23,35,23,10,00,2,0
2,1,23,28,10,00,5,0
0,23,1,28,10,00,0,5
2,2,11,28,10,00,2,1
0,11,2,28,10,00,1,2
2,12,39,28,10,00,3,0
0,39,12,28,10,00,0,3
2,19,25,28,10,00,2,1
0,25,19,28,10,00,1,2
2,21,15,28,10,00,2,1
0,15,21,28,10,00,1,2
2,24,35,28,10,00,5,0
0,35,24,28,10,00,0,5
2,37,13,28,10,00,1,0
0,13,37,28,10,00,0,1
2,42,26,28,10,00,1,0
0,26,42,28,10,00,0,1
1,8,20,29,10,00,1,1
1,20,8,29,10,00,1,1
2,22,16,29,10,00,3,1
0,16,22,29,10,00,1,3
2,11,8,04,11,00,2,0
0,8,11,04,11,00,0,2
0,13,24,04,11,00,1,2
2,24,13,04,11,00,2,1
2,20,22,04,11,00,4,3
0,22,20,04,11,00,3,4
0,23,21,04,11,00,0,1
2,21,23,04,11,00,1,0
0,25,1,04,11,00,0,1
2,1,25,04,11,00,1,0
2,26,19,04,11,00,2,1
0,19,26,04,11,00,1,2
2,35,12,04,11,00,3,2
0,12,35,04,11,00,2,3
2,39,37,04,11,00,2,1
0,37,39,04,11,00,1,2
0,16,2,05,11,00,0,1
2,2,16,05,11,00,1,0
1,15,42,06,11,00,0,0
1,42,15,06,11,00,0,0
1,1,15,11,11,00,0,0
1,15,1,11,11,00,0,0
2,2,39,11,11,00,2,0
0,39,2,11,11,00,0,2
0,8,16,11,11,00,0,1
2,16,8,11,11,00,1,0
2,19,11,11,11,00,2,0
0,11,19,11,11,00,0,2
1,21,26,11,11,00,1,1
1,26,21,11,11,00,1,1
2,24,25,11,11,00,2,1
0,25,24,11,11,00,1,2
1,37,35,11,11,00,2,2
1,35,37,11,11,00,2,2
2,42,23,11,11,00,4,1
0,23,42,11,11,00,1,4
1,12,20,12,11,00,1,1
1,20,12,12,11,00,1,1
2,22,13,12,11,00,4,1
0,13,22,12,11,00,1,4
2,11,12,18,11,00,2,0
0,12,11,18,11,00,0,2
2,15,8,18,11,00,2,0
0,8,15,18,11,00,0,2
2,16,1,18,11,00,2,0
0,1,16,18,11,00,0,2
0,20,42,18,11,00,0,1
2,42,20,18,11,00,1,0
0,23,24,18,11,00,0,1
2,24,23,18,11,00,1,0
0,25,21,18,11,00,0,3
2,21,25,18,11,00,3,0
0,26,37,18,11,00,1,2
2,37,26,18,11,00,2,1
2,35,2,18,11,00,2,0
0,2,35,18,11,00,0,2
2,39,22,19,11,00,2,1
0,22,39,19,11,00,1,2
0,13,19,20,11,00,0,1
2,19,13,20,11,00,1,0
0,11,37,25,11,00,0,1
2,37,11,25,11,00,1,0
1,13,2,25,11,00,1,1
1,2,13,25,11,00,1,1
0,15,24,25,11,00,0,3
2,24,15,25,11,00,3,0
2,16,12,25,11,00,2,1
0,12,16,25,11,00,1,2
0,23,19,25,11,00,2,3
2,19,23,25,11,00,3,2
1,25,8,25,11,00,2,2
1,8,25,25,11,00,2,2
0,35,42,25,11,00,2,3
2,42,35,25,11,00,3,2
2,39,21,25,11,00,3,0
0,21,39,25,11,00,0,3
2,20,1,26,11,00,1,0
0,1,20,26,11,00,0,1
2,26,22,26,11,00,2,1
0,22,26,26,11,00,1,2
2,1,35,02,12,00,1,0
0,35,1,02,12,00,0,1
1,2,26,02,12,00,1,1
1,26,2,02,12,00,1,1
2,8,13,02,12,00,2,1
0,13,8,02,12,00,1,2
0,19,15,02,12,00,0,1
2,15,19,02,12,00,1,0
2,21,20,02,12,00,3,1
0,20,21,02,12,00,1,3
2,22,11,02,12,00,3,0
0,11,22,02,12,00,0,3
2,24,39,02,12,00,2,0
0,39,24,02,12,00,0,2
2,42,25,02,12,00,1,0
0,25,42,02,12,00,0,1
2,12,23,03,12,00,2,1
0,23,12,03,12,00,1,2
2,37,16,04,12,00,2,0
0,16,37,04,12,00,0,2
2,1,26,09,12,00,5,0
0,26,1,09,12,00,0,5
1,8,39,09,12,00,3,3
1,39,8,09,12,00,3,3
1,11,24,09,12,00,3,3
1,24,11,09,12,00,3,3
2,12,15,09,12,00,4,1
0,15,12,09,12,00,1,4
2,23,16,09,12,00,5,0
0,16,23,09,12,00,0,5
2,35,20,09,12,00,1,0
0,20,35,09,12,00,0,1
2,37,25,09,12,00,1,0
0,25,37,09,12,00,0,1
1,42,2,09,12,00,1,1
1,2,42,09,12,00,1,1
2,13,21,10,12,00,1,0
0,21,13,10,12,00,0,1
0,22,19,10,12,00,0,1
2,19,22,10,12,00,1,0
1,2,23,16,12,00,2,2
1,23,2,16,12,00,2,2
2,15,13,16,12,00,1,0
0,13,15,16,12,00,0,1
1,16,42,16,12,00,1,1
1,42,16,16,12,00,1,1
2,19,35,16,12,00,3,1
0,35,19,16,12,00,1,3
2,20,37,16,12,00,2,0
0,37,20,16,12,00,0,2
2,21,11,16,12,00,3,1
0,11,21,16,12,00,1,3
2,25,12,16,12,00,1,0
0,12,25,16,12,00,0,1
2,26,8,16,12,00,2,1
0,8,26,16,12,00,1,2
0,24,22,17,12,00,0,1
2,22,24,17,12,00,1,0
1,39,1,18,12,00,1,1
1,1,39,18,12,00,1,1
1,13,35,22,12,00,1,1
1,35,13,22,12,00,1,1
2,11,16,23,12,00,1,0
0,16,11,23,12,00,0,1
2,12,8,23,12,00,3,0
0,8,12,23,12,00,0,3
2,15,26,23,12,00,2,0
0,26,15,23,12,00,0,2
0,20,2,23,12,00,1,2
2,2,20,23,12,00,2,1
2,21,42,23,12,00,2,1
0,42,21,23,12,00,1,2
2,22,1,23,12,00,4,0
0,1,22,23,12,00,0,4
2,24,19,23,12,00,2,0
0,19,24,23,12,00,0,2
2,37,23,23,12,00,1,0
0,23,37,23,12,00,0,1
1,39,25,23,12,00,0,0
1,25,39,23,12,00,0,0
2,1,21,26,12,00,6,1
0,21,1,26,12,00,1,6
0,2,24,26,12,00,0,1
2,24,2,26,12,00,1,0
0,8,37,26,12,00,1,4
2,37,8,26,12,00,4,1
0,16,13,26,12,00,1,2
2,13,16,26,12,00,2,1
1,19,12,26,12,00,2,2
1,12,19,26,12,00,2,2
1,23,15,26,12,00,0,0
1,15,23,26,12,00,0,0
2,25,22,26,12,00,1,0
0,22,25,26,12,00,0,1
2,26,20,26,12,00,2,1
0,20,26,26,12,00,1,2
2,42,11,26,12,00,5,0
0,11,42,26,12,00,0,5
2,35,39,27,12,00,2,0
0,39,35,27,12,00,0,2
1,1,37,30,12,00,2,2
1,37,1,30,12,00,2,2
2,19,39,30,12,00,3,0
0,39,19,30,12,00,0,3
0,23,11,30,12,00,1,4
2,11,23,30,12,00,4,1
1,25,13,30,12,00,1,1
1,13,25,30,12,00,1,1
1,26,24,30,12,00,1,1
1,24,26,30,12,00,1,1
2,35,15,30,12,00,1,0
0,15,35,30,12,00,0,1
2,11,1,01,01,01,1,0
0,1,11,01,01,01,0,1
2,12,2,01,01,01,1,0
0,2,12,01,01,01,0,1
1,13,23,01,01,01,1,1
1,23,13,01,01,01,1,1
2,15,16,01,01,01,1,0
0,16,15,01,01,01,0,1
1,20,25,01,01,01,1,1
1,25,20,01,01,01,1,1
0,21,8,01,01,01,1,2
2,8,21,01,01,01,2,1
2,22,35,01,01,01,2,1
0,35,22,01,01,01,1,2
2,24,42,01,01,01,3,1
0,42,24,01,01,01,1,3
2,37,19,01,01,01,4,1
0,19,37,01,01,01,1,4
2,39,26,02,01,01,4,2
0,26,39,02,01,01,2,4
1,1,12,13,01,01,1,1
1,12,1,13,01,01,1,1
0,2,22,13,01,01,0,3
2,22,2,13,01,01,3,0
0,8,24,13,01,01,0,3
2,24,8,13,01,01,3,0
1,16,39,13,01,01,0,0
1,39,16,13,01,01,0,0
0,23,20,13,01,01,0,4
2,20,23,13,01,01,4,0
2,25,15,13,01,01,4,0
0,15,25,13,01,01,0,4
2,26,13,13,01,01,3,1
0,13,26,13,01,01,1,3
1,35,11,13,01,01,0,0
1,11,35,13,01,01,0,0
0,42,37,13,01,01,0,2
2,37,42,13,01,01,2,0
2,19,21,14,01,01,2,0
0,21,19,14,01,01,0,2
2,12,19,20,01,01,4,1
0,19,12,20,01,01,1,4
0,13,16,20,01,01,1,3
2,16,13,20,01,01,3,1
1,15,23,20,01,01,1,1
1,23,15,20,01,01,1,1
0,20,26,20,01,01,1,3
2,26,20,20,01,01,3,1
1,21,1,20,01,01,0,0
1,1,21,20,01,01,0,0
1,22,25,20,01,01,0,0
1,25,22,20,01,01,0,0
2,24,2,20,01,01,2,0
0,2,24,20,01,01,0,2
1,39,35,20,01,01,0,0
1,35,39,20,01,01,0,0
1,37,8,21,01,01,0,0
1,8,37,21,01,01,0,0
1,11,42,22,01,01,1,1
1,42,11,22,01,01,1,1
0,2,20,24,01,01,1,2
2,20,2,24,01,01,2,1
2,1,8,30,01,01,2,0
0,8,1,30,01,01,0,2
2,11,15,30,01,01,2,1
0,15,11,30,01,01,1,2
2,12,26,31,01,01,3,1
0,26,12,31,01,01,1,3
1,16,25,31,01,01,2,2
1,25,16,31,01,01,2,2
2,20,13,31,01,01,1,0
0,13,20,31,01,01,0,1
1,23,22,31,01,01,1,1
1,22,23,31,01,01,1,1
2,35,21,31,01,01,1,0
0,21,35,31,01,01,0,1
0,37,24,31,01,01,0,1
2,24,37,31,01,01,1,0
1,42,39,31,01,01,0,0
1,39,42,31,01,01,0,0
0,8,2,03,02,01,0,3
2,2,8,03,02,01,3,0
0,13,1,03,02,01,0,1
2,1,13,03,02,01,1,0
2,15,37,03,02,01,1,0
0,37,15,03,02,01,0,1
0,19,20,03,02,01,1,2
2,20,19,03,02,01,2,1
2,21,12,03,02,01,2,1
0,12,21,03,02,01,1,2
2,22,42,03,02,01,3,0
0,42,22,03,02,01,0,3
2,24,16,03,02,01,1,0
0,16,24,03,02,01,0,1
1,25,23,03,02,01,1,1
1,23,25,03,02,01,1,1
1,39,11,03,02,01,0,0
1,11,39,03,02,01,0,0
1,16,20,07,02,01,2,2
1,20,16,07,02,01,2,2
2,1,19,10,02,01,1,0
0,19,1,10,02,01,0,1
1,2,25,10,02,01,1,1
1,25,2,10,02,01,1,1
1,12,24,10,02,01,1,1
1,24,12,10,02,01,1,1
2,16,21,10,02,01,2,1
0,21,16,10,02,01,1,2
1,20,15,10,02,01,0,0
1,15,20,10,02,01,0,0
0,23,39,10,02,01,0,1
2,39,23,10,02,01,1,0
2,35,8,10,02,01,2,0
0,8,35,10,02,01,0,2
1,37,22,10,02,01,1,1
1,22,37,10,02,01,1,1
2,11,26,11,02,01,2,0
0,26,11,11,02,01,0,2
1,42,13,12,02,01,1,1
1,13,42,12,02,01,1,1
0,8,42,24,02,01,1,2
2,42,8,24,02,01,2,1
1,13,11,24,02,01,2,2
1,11,13,24,02,01,2,2
2,15,2,24,02,01,1,0
0,2,15,24,02,01,0,1
2,19,16,24,02,01,2,0
0,16,19,24,02,01,0,2
2,21,37,24,02,01,2,0
0,37,21,24,02,01,0,2
0,25,35,24,02,01,0,1
2,35,25,24,02,01,1,0
0,26,23,24,02,01,0,1
2,23,26,24,02,01,1,0
0,39,20,24,02,01,1,2
2,20,39,24,02,01,2,1
2,24,1,25,02,01,6,1
0,1,24,25,02,01,1,6
2,1,42,03,03,01,3,0
0,42,1,03,03,01,0,3
1,13,12,03,03,01,0,0
1,12,13,03,03,01,0,0
2,15,39,03,03,01,2,1
0,39,15,03,03,01,1,2
1,16,26,03,03,01,1,1
1,26,16,03,03,01,1,1
1,20,24,03,03,01,1,1
1,24,20,03,03,01,1,1
2,21,22,03,03,01,2,0
0,22,21,03,03,01,0,2
0,23,35,03,03,01,0,1
2,35,23,03,03,01,1,0
1,25,11,03,03,01,0,0
1,11,25,03,03,01,0,0
2,19,8,04,03,01,3,1
0,8,19,04,03,01,1,3
1,37,2,05,03,01,1,1
1,2,37,05,03,01,1,1
0,42,12,07,03,01,0,2
2,12,42,07,03,01,2,0
2,2,19,10,03,01,2,1
0,19,2,10,03,01,1,2
1,8,23,17,03,01,2,2
1,23,8,17,03,01,2,2
0,11,20,17,03,01,1,2
2,20,11,17,03,01,2,1
0,12,37,17,03,01,2,4
2,37,12,17,03,01,4,2
2,24,21,17,03,01,2,0
0,21,24,17,03,01,0,2
0,26,25,17,03,01,1,2
2,25,26,17,03,01,2,1
2,35,16,17,03,01,1,0
0,16,35,17,03,01,0,1
2,39,13,17,03,01,3,0
0,13,39,17,03,01,0,3
0,42,19,17,03,01,0,1
2,19,42,17,03,01,1,0
1,2,1,18,03,01,0,0
1,1,2,18,03,01,0,0
1,22,15,18,03,01,1,1
1,15,22,18,03,01,1,1
2,1,39,31,03,01,2,0
0,39,1,31,03,01,0,2
1,8,26,31,03,01,2,2
1,26,8,31,03,01,2,2
2,12,25,31,03,01,2,1
0,25,12,31,03,01,1,2
2,13,15,31,03,01,2,0
0,15,13,31,03,01,0,2
2,22,24,31,03,01,2,0
0,24,22,31,03,01,0,2
0,23,2,31,03,01,1,3
2,2,23,31,03,01,3,1
0,37,20,31,03,01,0,2
2,20,37,31,03,01,2,0
0,42,16,31,03,01,0,2
2,16,42,31,03,01,2,0
2,11,21,01,04,01,2,0
0,21,11,01,04,01,0,2
0,35,19,02,04,01,0,3
2,19,35,02,04,01,3,0
2,2,21,04,04,01,2,1
0,21,2,04,04,01,1,2
1,2,42,07,04,01,2,2
1,42,2,07,04,01,2,2
0,15,12,07,04,01,0,4
2,12,15,07,04,01,4,0
2,20,35,07,04,01,2,0
0,35,20,07,04,01,0,2
0,21,13,07,04,01,1,3
2,13,21,07,04,01,3,1
2,16,23,08,04,01,3,1
0,23,16,08,04,01,1,3
1,25,37,09,04,01,0,0
1,37,25,09,04,01,0,0
1,19,22,10,04,01,1,1
1,22,19,10,04,01,1,1
2,24,11,10,04,01,2,1
0,11,24,10,04,01,1,2
2,39,8,10,04,01,2,1
0,8,39,10,04,01,1,2
0,23,1,11,04,01,0,4
2,1,23,11,04,01,4,0
2,8,11,13,04,01,2,0
0,11,8,13,04,01,0,2
0,22,20,13,04,01,1,2
2,20,22,13,04,01,2,1
0,1,25,14,04,01,0,3
2,25,1,14,04,01,3,0
2,2,16,14,04,01,2,1
0,16,2,14,04,01,1,2
2,12,35,14,04,01,1,0
0,35,12,14,04,01,0,1
2,19,26,14,04,01,1,0
0,26,19,14,04,01,0,1
0,21,23,14,04,01,1,2
2,23,21,14,04,01,2,1
2,24,13,14,04,01,4,2
0,13,24,14,04,01,2,4
0,37,39,14,04,01,2,3
2,39,37,14,04,01,3,2
2,42,15,14,04,01,3,1
0,15,42,14,04,01,1,3
2,13,37,16,04,01,1,0
0,37,13,16,04,01,0,1
2,15,21,16,04,01,2,0
0,21,15,16,04,01,0,2
0,16,22,16,04,01,2,3
2,22,16,16,04,01,3,2
0,25,19,16,04,01,1,2
2,19,25,16,04,01,2,1
2,26,42,16,04,01,2,1
0,42,26,16,04,01,1,2
1,11,2,17,04,01,3,3
1,2,11,17,04,01,3,3
0,39,12,17,04,01,0,3
2,12,39,17,04,01,3,0
2,1,16,21,04,01,4,1
0,16,1,21,04,01,1,4
1,2,35,21,04,01,0,0
1,35,2,21,04,01,0,0
2,8,15,21,04,01,2,0
0,15,8,21,04,01,0,2
0,12,11,21,04,01,0,1
2,11,12,21,04,01,1,0
2,19,13,21,04,01,2,0
0,13,19,21,04,01,0,2
0,21,25,21,04,01,0,3
2,25,21,21,04,01,3,0
1,24,23,21,04,01,1,1
1,23,24,21,04,01,1,1
1,37,26,21,04,01,1,1
1,26,37,21,04,01,1,1
0,42,20,21,04,01,0,2
2,20,42,21,04,01,2,0
2,22,39,22,04,01,3,1
0,39,22,22,04,01,1,3
0,13,22,28,04,01,0,2
2,22,13,28,04,01,2,0
0,15,1,28,04,01,1,2
2,1,15,28,04,01,2,1
2,16,8,28,04,01,2,1
0,8,16,28,04,01,1,2
2,20,12,28,04,01,2,0
0,12,20,28,04,01,0,2
2,23,42,28,04,01,1,0
0,42,23,28,04,01,0,1
0,25,24,28,04,01,0,2
2,24,25,28,04,01,2,0
2,26,21,28,04,01,1,0
0,21,26,28,04,01,0,1
0,35,37,28,04,01,0,1
2,37,35,28,04,01,1,0
1,39,2,28,04,01,0,0
1,2,39,28,04,01,0,0
2,11,19,30,04,01,2,1
0,19,11,30,04,01,1,2
0,8,22,01,05,01,0,2
2,22,8,01,05,01,2,0
1,26,35,01,05,01,1,1
1,35,26,01,05,01,1,1
2,1,20,05,05,01,2,1
0,20,1,05,05,01,1,2
2,2,13,05,05,01,3,2
0,13,2,05,05,01,2,3
1,8,25,05,05,01,1,1
1,25,8,05,05,01,1,1
2,12,16,05,05,01,2,1
0,16,12,05,05,01,1,2
2,21,39,05,05,01,4,2
0,39,21,05,05,01,2,4
2,22,26,05,05,01,3,0
0,26,22,05,05,01,0,3
0,24,15,05,05,01,0,1
2,15,24,05,05,01,1,0
2,37,11,05,05,01,3,2
0,11,37,05,05,01,2,3
2,42,35,05,05,01,3,0
0,35,42,05,05,01,0,3
2,19,23,07,05,01,2,1
0,23,19,07,05,01,1,2
1,22,12,08,05,01,2,2
1,12,22,08,05,01,2,2
2,20,8,13,05,01,6,1
0,8,20,13,05,01,1,6
2,35,24,13,05,01,2,1
0,24,35,13,05,01,1,2
1,26,1,15,05,01,0,0
1,1,26,15,05,01,0,0
0,11,22,19,05,01,0,4
2,22,11,19,05,01,4,0
1,13,8,19,05,01,0,0
1,8,13,19,05,01,0,0
1,15,19,19,05,01,1,1
1,19,15,19,05,01,1,1
1,16,37,19,05,01,2,2
1,37,16,19,05,01,2,2
2,20,21,19,05,01,3,1
0,21,20,19,05,01,1,3
0,23,12,19,05,01,1,2
2,12,23,19,05,01,2,1
2,25,42,19,05,01,2,1
0,42,25,19,05,01,1,2
2,26,2,19,05,01,3,0
0,2,26,19,05,01,0,3
2,35,1,19,05,01,3,2
0,1,35,19,05,01,2,3
2,39,24,19,05,01,3,1
0,24,39,19,05,01,1,3
0,11,16,18,08,01,1,2
2,16,11,18,08,01,2,1
2,15,5,18,08,01,2,1
0,5,15,18,08,01,1,2
2,20,35,18,08,01,2,0
0,35,20,18,08,01,0,2
0,21,7,18,08,01,0,5
2,7,21,18,08,01,5,0
2,22,42,18,08,01,2,1
0,42,22,18,08,01,1,2
0,25,1,18,08,01,0,4
2,1,25,18,08,01,4,0
2,37,19,18,08,01,1,0
0,19,37,18,08,01,0,1
1,39,2,18,08,01,0,0
1,2,39,18,08,01,0,0
1,12,26,19,08,01,1,1
1,26,12,19,08,01,1,1
2,24,17,19,08,01,3,2
0,17,24,19,08,01,2,3
1,16,39,20,08,01,1,1
1,39,16,20,08,01,1,1
0,1,20,21,08,01,1,2
2,20,1,21,08,01,2,1
2,7,25,21,08,01,1,0
0,25,7,21,08,01,0,1
2,19,15,21,08,01,3,1
0,15,19,21,08,01,1,3
1,5,24,22,08,01,2,2
1,24,5,22,08,01,2,2
2,17,37,22,08,01,2,0
0,37,17,22,08,01,0,2
2,1,21,25,08,01,4,0
0,21,1,25,08,01,0,4
2,5,39,25,08,01,2,1
0,39,5,25,08,01,1,2
2,16,25,25,08,01,2,0
0,25,16,25,08,01,0,2
1,17,15,25,08,01,0,0
1,15,17,25,08,01,0,0
0,19,11,25,08,01,0,1
2,11,19,25,08,01,1,0
0,35,12,25,08,01,0,2
2,12,35,25,08,01,2,0
1,42,20,25,08,01,0,0
1,20,42,25,08,01,0,0
1,2,24,26,08,01,1,1
1,24,2,26,08,01,1,1
1,26,37,26,08,01,1,1
1,37,26,26,08,01,1,1
2,7,22,27,08,01,2,1
0,22,7,27,08,01,1,2
1,12,1,08,09,01,1,1
1,1,12,08,09,01,1,1
1,15,42,08,09,01,0,0
1,42,15,08,09,01,0,0
1,20,7,08,09,01,0,0
1,7,20,08,09,01,0,0
1,21,19,08,09,01,1,1
1,19,21,08,09,01,1,1
0,22,2,08,09,01,1,3
2,2,22,08,09,01,3,1
2,24,16,08,09,01,4,1
0,16,24,08,09,01,1,4
0,25,26,08,09,01,1,4
2,26,25,08,09,01,4,1
2,37,5,08,09,01,1,0
0,5,37,08,09,01,0,1
1,11,17,09,09,01,1,1
1,17,11,09,09,01,1,1
2,39,35,09,09,01,2,0
0,35,39,09,09,01,0,2
0,7,35,15,09,01,0,1
2,35,7,15,09,01,1,0
0,15,21,15,09,01,2,3
2,21,15,15,09,01,3,2
0,16,22,15,09,01,1,3
2,22,16,15,09,01,3,1
0,17,1,15,09,01,1,3
2,1,17,15,09,01,3,1
2,25,42,15,09,01,2,0
0,42,25,15,09,01,0,2
2,26,24,15,09,01,4,3
0,24,26,15,09,01,3,4
1,2,37,16,09,01,0,0
1,37,2,16,09,01,0,0
0,11,20,16,09,01,0,2
2,20,11,16,09,01,2,0
1,19,5,16,09,01,1,1
1,5,19,16,09,01,1,1
0,39,12,16,09,01,2,3
2,12,39,16,09,01,3,2
0,21,25,17,09,01,1,2
2,25,21,17,09,01,2,1
1,5,7,19,09,01,1,1
1,7,5,19,09,01,1,1
0,37,39,19,09,01,1,2
2,39,37,19,09,01,2,1
1,1,7,22,09,01,1,1
1,7,1,22,09,01,1,1
2,5,16,22,09,01,1,0
0,16,5,22,09,01,0,1
1,21,17,22,09,01,0,0
1,17,21,22,09,01,0,0
2,22,39,22,09,01,1,0
0,39,22,22,09,01,0,1
2,24,19,22,09,01,4,0
0,19,24,22,09,01,0,4
1,37,11,22,09,01,2,2
1,11,37,22,09,01,2,2
1,12,25,23,09,01,2,2
1,25,12,23,09,01,2,2
2,20,15,23,09,01,3,0
0,15,20,23,09,01,0,3
2,42,26,23,09,01,3,0
